year,Ba,Bw,Bs,RGIID
2011,-0.5833650082553938,0.903329561828288,-1.4866945700836818,RGI60-08.00987
2012,0.2725711664661684,1.107259815791116,-0.8346886493249475,RGI60-08.00987
2013,-0.3092695685350796,0.8177161245728298,-1.1269856931079094,RGI60-08.00987
2014,-0.9769909260289288,1.2694490417360775,-2.246439967765007,RGI60-08.00987
2015,0.20428462382281787,1.2793339910439137,-1.0750493672210957,RGI60-08.00987
2016,-0.7312271245909436,0.9350829367388598,-1.6663100613298034,RGI60-08.00987
2017,-0.07011698336738086,1.151171534672597,-1.2212885180399782,RGI60-08.00987
2018,-0.8387880895670344,1.132779008994682,-1.9715670985617164,RGI60-08.00987
2019,-0.12233309092782874,1.33397226068527,-1.4563053516130986,RGI60-08.00987
1961,-0.35949405209447416,1.048350429531487,-1.4078444816259612,RGI60-08.01013
1962,0.46048845420993345,1.0329143602583457,-0.5724259060484123,RGI60-08.01013
1963,-1.3883395832805079,0.5271167228424865,-1.9154563061229941,RGI60-08.01013
1964,0.5219477745661318,0.8367878818248329,-0.31484010725870093,RGI60-08.01013
1965,-0.11139386810046416,1.0141460842966423,-1.1255399523971066,RGI60-08.01013
1966,-0.9818619952514475,0.6634260434086537,-1.6452880386601012,RGI60-08.01013
1967,0.24401796410756033,1.346447183728201,-1.1024292196206407,RGI60-08.01013
1968,-0.3171147748311452,1.5378776887012635,-1.8549924635324084,RGI60-08.01013
1969,-1.6605680357012957,0.7702698941455115,-2.4308379298468066,RGI60-08.01013
1970,-1.142118592485014,0.8223229960407632,-1.9644415885257769,RGI60-08.01013
1971,0.08412131788151064,1.0884959112395498,-1.0043745933580392,RGI60-08.01013
1972,-0.05043430733429652,1.619495270739372,-1.6699295780736687,RGI60-08.01013
1973,0.25184543467453624,1.338312435490301,-1.0864670008157646,RGI60-08.01013
1974,0.13029465153517877,1.0366361399683037,-0.906341488433125,RGI60-08.01013
1975,-0.3133954731795383,1.2978019333266242,-1.6111974065061625,RGI60-08.01013
1976,0.182026681442924,1.851198915059753,-1.6691722336168286,RGI60-08.01013
1977,-0.6127987244295637,0.632756192692385,-1.2455549171219489,RGI60-08.01013
1978,-0.8301307217102736,0.9061048540295333,-1.7362355757398067,RGI60-08.01013
1979,0.6818753200066556,1.4781069149520472,-0.7962315949453916,RGI60-08.01013
1980,-1.236933574632525,0.8431574909753629,-2.080091065607888,RGI60-08.01013
1981,0.6415818430494036,1.5353806295954668,-0.8937987865460633,RGI60-08.01013
1982,-0.39499398448105033,1.0779181735230718,-1.4729121580041218,RGI60-08.01013
1983,0.5232367477455486,1.6492153078279375,-1.125978560082389,RGI60-08.01013
1984,-0.008066701780635968,1.3847184113046302,-1.3927851130852664,RGI60-08.01013
1985,-0.018614073409082887,1.277648156621766,-1.2962622300308486,RGI60-08.01013
1986,-0.36522490873861435,0.9057791757631828,-1.271004084501797,RGI60-08.01013
1987,0.582122174976138,1.22970918134314,-0.6475870063670022,RGI60-08.01013
1988,-1.0063469584376206,1.1680496279118857,-2.1743965863495065,RGI60-08.01013
1989,0.6639236593100835,1.8059777499815262,-1.1420540906714427,RGI60-08.01013
1990,0.1252351619334463,1.9567713090652585,-1.8315361471318121,RGI60-08.01013
1991,-0.6134761969628355,0.9128434307961139,-1.5263196277589495,RGI60-08.01013
1992,-0.2502701835005219,1.3217826800793118,-1.5720528635798336,RGI60-08.01013
1993,1.2470172593609943,1.7197208438065317,-0.47270358444553706,RGI60-08.01013
1994,-0.4208936463349006,1.1329972074331138,-1.5538908537680147,RGI60-08.01013
1995,-0.12178962660295184,1.3569319237565045,-1.4787215503594564,RGI60-08.01013
1996,-0.44482294729293276,0.9701542591008399,-1.4149772063937727,RGI60-08.01013
1997,-1.389924236343043,1.3791845751989764,-2.7691088115420195,RGI60-08.01013
1998,0.17094166779496525,1.2038128530419783,-1.032871185247013,RGI60-08.01013
1999,-0.4648166091025191,1.5351235594482495,-1.9999401685507685,RGI60-08.01013
2000,0.96755523307459,1.7216454895883484,-0.7540902565137586,RGI60-08.01013
2001,-0.5790873314607198,1.008712607009839,-1.5877999384705586,RGI60-08.01013
2002,-1.6706744659551656,1.5030012209873713,-3.1736756869425364,RGI60-08.01013
2003,-1.7183150804001444,0.8087130263826092,-2.5270281067827534,RGI60-08.01013
2004,-0.7678835307692009,1.00445525929448,-1.772338790063681,RGI60-08.01013
2005,-0.1167797979879081,1.4197331719903896,-1.5365129699782978,RGI60-08.01013
2006,-2.102050256760393,1.1569038045122466,-3.2589540612726395,RGI60-08.01013
2007,-0.3972763577152989,1.6442187773189496,-2.0414951350342485,RGI60-08.01013
2008,-0.9432076831081448,1.5499137585480982,-2.4931214416562426,RGI60-08.01013
2009,-0.8487559151147196,1.3677121391559919,-2.2164680542707114,RGI60-08.01013
2010,-0.8461417972767418,0.8928105588507884,-1.73895235612753,RGI60-08.01013
2011,-0.7872850236902394,1.2507856980375636,-2.038070721727803,RGI60-08.01013
2012,0.2511737157860554,1.538007994173389,-1.2868342783873337,RGI60-08.01013
2013,-0.9282453622537163,0.9536090152911297,-1.881854377544846,RGI60-08.01013
2014,-1.3606007128047015,1.4646854694412237,-2.825286182245925,RGI60-08.01013
2015,-0.18645964217038513,1.609813970688295,-1.79627361285868,RGI60-08.01013
2016,-1.090964657464305,1.2773982819539005,-2.3683629394182057,RGI60-08.01013
2017,-0.3559445635862901,1.523181305192998,-1.879125868779288,RGI60-08.01013
2018,-1.2977112426461095,1.175405522452548,-2.4731167650986574,RGI60-08.01013
2019,-0.8883242597908196,1.2778549619455943,-2.166179221736414,RGI60-08.01013
1961,-0.5807736202063438,1.3011018097222953,-1.881875429928639,RGI60-08.01026
1962,0.4278781257446331,1.1561549172138932,-0.7282767914692598,RGI60-08.01026
1963,0.9177410315309582,2.3197580771383266,-1.4020170456073688,RGI60-08.01026
1964,1.1297935333433549,2.002612775526365,-0.8728192421830101,RGI60-08.01026
1965,0.8459444385609789,1.9114779885035835,-1.0655335499426044,RGI60-08.01026
1966,-0.4762918234701505,0.9849041617754832,-1.461195985245634,RGI60-08.01026
1967,-0.38382275685997025,1.0886948344243814,-1.4725175912843516,RGI60-08.01026
1968,0.7716650209493988,1.533578623029947,-0.761913602080548,RGI60-08.01026
1969,-1.0416086525489243,1.1935784105215774,-2.2351870630705015,RGI60-08.01026
1970,-1.0231457577902416,1.272527120093331,-2.2956728778835727,RGI60-08.01026
1971,0.15886778493839468,1.5574702196562873,-1.3986024347178925,RGI60-08.01026
1972,-0.4324972974768919,1.7779717968975288,-2.210469094374421,RGI60-08.01026
1973,0.9482088781485597,2.6011659821293085,-1.6529571039807494,RGI60-08.01026
1974,-0.3624250901571151,1.8219977091151298,-2.184422799272245,RGI60-08.01026
1975,1.6991959818717517,1.572902777614535,0.12629320425721668,RGI60-08.01026
1976,1.3127985884865623,2.3941264470190564,-1.0813278585324944,RGI60-08.01026
1977,0.2356935163784242,1.226825022257406,-0.9911315058789821,RGI60-08.01026
1978,-0.6360097721812938,1.283339138995577,-1.919348911176871,RGI60-08.01026
1979,0.011427616847381028,1.8383950927612505,-1.8269674759138694,RGI60-08.01026
1980,-1.475694978679205,1.1490761454215819,-2.6247711241007865,RGI60-08.01026
1981,0.9645211912524849,1.7916625162433812,-0.8271413249908961,RGI60-08.01026
1982,0.9927598182375093,1.534770258574335,-0.5420104403368258,RGI60-08.01026
1983,0.6962594227210698,1.43744993655572,-0.7411905138346506,RGI60-08.01026
1984,0.6598235382662874,1.9188651251097266,-1.2590415868434395,RGI60-08.01026
1985,-0.8564479268838048,0.8367411026367092,-1.693189029520514,RGI60-08.01026
1986,0.14237496842932007,1.769549647509891,-1.6271746790805712,RGI60-08.01026
1987,0.47584152570122334,1.3579875972803097,-0.8821460715790863,RGI60-08.01026
1988,-0.57895653675951,1.422278301957419,-2.001234838716929,RGI60-08.01026
1989,1.3157371439652419,2.4636237691634175,-1.1478866251981756,RGI60-08.01026
1990,-0.3183462137489638,2.0450187083328952,-2.3633649220818587,RGI60-08.01026
1991,-0.2773233129963105,1.4446452698793046,-1.7219685828756153,RGI60-08.01026
1992,0.6103691908218505,2.2886506599651044,-1.6782814691432542,RGI60-08.01026
1993,1.1168555786153846,2.5168999530353524,-1.400044374419968,RGI60-08.01026
1994,-0.27432407863869857,1.1819907050308402,-1.4563147836695387,RGI60-08.01026
1995,0.6500398798311369,1.8161112814401683,-1.1660714016090312,RGI60-08.01026
1996,0.011925878379491162,1.8172934778718126,-1.8053675994923215,RGI60-08.01026
1997,-0.04733808163920275,2.3185120426314425,-2.3658501242706453,RGI60-08.01026
1998,-0.4359184886515862,1.5259518045848157,-1.9618702932364018,RGI60-08.01026
1999,-0.6797589739050691,1.1324009986163055,-1.8121599725213748,RGI60-08.01026
2000,0.9972475822471787,2.2677646712462973,-1.2705170889991182,RGI60-08.01026
2001,-1.0665275391807427,0.9038209528962552,-1.9703484920769978,RGI60-08.01026
2002,-0.2218116818018142,2.1742747155988598,-2.3960863974006736,RGI60-08.01026
2003,-0.23266465062627484,1.4603296654119768,-1.6929943160382517,RGI60-08.01026
2004,-0.3384304358118121,1.5191959246310702,-1.8576263604428824,RGI60-08.01026
2005,-0.4791120056525523,1.495926529248154,-1.9750385349007065,RGI60-08.01026
2006,-0.33585664926323044,1.6428590120259283,-1.9787156612891588,RGI60-08.01026
2007,-0.18655998015578246,1.680370414425361,-1.8669303945811437,RGI60-08.01026
2008,0.2572923635194253,1.4294734002624438,-1.1721810367430185,RGI60-08.01026
2009,0.006439504186873335,1.7013959894596713,-1.6949564852727979,RGI60-08.01026
2010,-0.2682785107388125,1.1217098297744688,-1.3899883405132816,RGI60-08.01026
2011,-1.1185408565369226,1.7456369625243475,-2.8641778190612706,RGI60-08.01026
2012,0.6897050027601289,1.8663752858380027,-1.1766702830778741,RGI60-08.01026
2013,-1.7522055551504825,1.361441095723955,-3.1136466508744376,RGI60-08.01026
2014,-0.11445349760972706,1.9777762751118941,-2.092229772721621,RGI60-08.01026
2015,0.11085527122512615,1.722767667852612,-1.6119123966274862,RGI60-08.01026
2016,-0.6221711331033337,1.589227815193821,-2.211398948297155,RGI60-08.01026
2017,0.16402933645590592,2.1301666165917346,-1.9661372801358288,RGI60-08.01026
2018,-0.9334003619208366,0.9786764811572362,-1.9120768430780728,RGI60-08.01026
2019,0.0012943843158721435,1.8285376047747262,-1.827243220458854,RGI60-08.01026
1961,-0.9135568825577307,1.8678516612908682,-2.7814085438485985,RGI60-08.01126
1962,0.18729994173169828,1.9794458331903404,-1.7921458914586421,RGI60-08.01126
1963,-1.7310089495018277,1.055048834301734,-2.7860577838035616,RGI60-08.01126
1964,0.5464274665937808,1.7313867312778157,-1.184959264684035,RGI60-08.01126
1965,-0.16498125890436355,2.3142324511666095,-2.4792137100709732,RGI60-08.01126
1966,-0.9350864132215329,1.2306331279899116,-2.1657195412114447,RGI60-08.01126
1967,0.9836231111014694,3.188925046912869,-2.205301935811399,RGI60-08.01126
1968,0.40551448862113965,3.429356180324888,-3.023841691703748,RGI60-08.01126
1969,-1.7866092964035498,1.383515459078522,-3.1701247554820715,RGI60-08.01126
1970,-0.8250102460091719,1.8002924907662208,-2.6253027367753923,RGI60-08.01126
1971,0.660270528746989,2.665211661457415,-2.004941132710426,RGI60-08.01126
1972,0.6615463409159288,3.3479582713580753,-2.686411930442146,RGI60-08.01126
1973,1.6798456576911018,3.6384125496200244,-1.958566891928922,RGI60-08.01126
1974,0.08967021624636251,2.6647782199967875,-2.575108003750425,RGI60-08.01126
1975,0.8625681574087632,2.942780626481155,-2.0802124690723915,RGI60-08.01126
1976,2.0659030222552333,4.3712033283880745,-2.3053003061328408,RGI60-08.01126
1977,-0.731140762536681,1.1153577860109534,-1.8464985485476342,RGI60-08.01126
1978,-0.960704167399463,1.5499678255029532,-2.5106719929024157,RGI60-08.01126
1979,1.5631640992851341,3.0152124314375692,-1.4520483321524358,RGI60-08.01126
1980,-1.2722173417883673,1.8684120654630396,-3.1406294072514065,RGI60-08.01126
1981,1.013424606178703,3.3736177608738105,-2.3601931546951076,RGI60-08.01126
1982,-0.3406442469961495,2.0105321268670213,-2.351176373863171,RGI60-08.01126
1983,1.1898072285394115,3.3690411370046665,-2.179233908465255,RGI60-08.01126
1984,0.7583754947172802,3.3375276914850436,-2.5791521967677635,RGI60-08.01126
1985,0.39664781281847905,2.4120723535825994,-2.0154245407641205,RGI60-08.01126
1986,-0.07563163691267,1.7737320905594505,-1.8493637274721209,RGI60-08.01126
1987,1.4500597066303933,2.9598034798530195,-1.5097437732226258,RGI60-08.01126
1988,-1.422625272946438,2.000208275840593,-3.4228335487870303,RGI60-08.01126
1989,2.0736742218062076,4.1427748887208224,-2.0691006669146144,RGI60-08.01126
1990,2.341407320176255,5.083559702730557,-2.742152382554302,RGI60-08.01126
1991,-0.19187271416936327,1.9477853239145553,-2.139658038083919,RGI60-08.01126
1992,0.33675031801276667,3.3248341480164445,-2.988083830003678,RGI60-08.01126
1993,2.1952783554332798,3.926041840602962,-1.7307634851696827,RGI60-08.01126
1994,0.27116257839963076,2.6620647812593417,-2.390902202859711,RGI60-08.01126
1995,0.7381480137020817,3.3231544323108655,-2.5850064186087844,RGI60-08.01126
1996,-0.5330655351531987,1.8549634214462185,-2.388028956599417,RGI60-08.01126
1997,-0.1239763237938126,3.5802559060997674,-3.7042322298935795,RGI60-08.01126
1998,0.3721937994683352,2.7504927760888602,-2.378298976620525,RGI60-08.01126
1999,-0.16904272371864848,2.970813857499114,-3.139856581217762,RGI60-08.01126
2000,2.165972668359842,4.208410438017877,-2.0424377696580347,RGI60-08.01126
2001,-1.3323727220730364,1.374512382725832,-2.706885104798869,RGI60-08.01126
2002,-1.2572476287420002,3.211530250677795,-4.468777879419795,RGI60-08.01126
2003,-1.7534943424453768,1.6695254086993867,-3.4230197511447638,RGI60-08.01126
2004,-0.7438145323537008,2.217195993286947,-2.9610105256406483,RGI60-08.01126
2005,0.9882111002435892,3.584176669661378,-2.5959655694177886,RGI60-08.01126
2006,-2.158142034134493,2.1987659829577404,-4.356908017092233,RGI60-08.01126
2007,1.0525735974626147,3.495397329458891,-2.442823731996276,RGI60-08.01126
2008,-0.3433447382583684,3.3454988076116394,-3.688843545870008,RGI60-08.01126
2009,-0.7328529742858982,2.6737649498940366,-3.4066179241799355,RGI60-08.01126
2010,-1.4411391269298017,1.3602446790230651,-2.8013838059528666,RGI60-08.01126
2011,-0.620307954306357,2.634385331009942,-3.2546932853162986,RGI60-08.01126
2012,1.6762744002495542,3.8380146884005013,-2.1617402881509467,RGI60-08.01126
2013,-1.5619156480078056,1.7342692953965635,-3.296184943404369,RGI60-08.01126
2014,-1.1577763709568913,2.8141527031293614,-3.9719290740862525,RGI60-08.01126
2015,0.684163754556401,3.458412570138001,-2.7742488155816005,RGI60-08.01126
2016,-0.6972538339200778,3.018636091505363,-3.7158899254254405,RGI60-08.01126
2017,-0.29590367283893193,2.8975388380352145,-3.193442510874147,RGI60-08.01126
2018,-1.521434029923872,2.32988981980863,-3.851323849732502,RGI60-08.01126
2019,-0.8424690529472196,2.174478284994853,-3.016947337942073,RGI60-08.01126
1961,-1.5360142246300246,1.987427655533383,-3.523441880163408,RGI60-08.01186
1962,-0.6302664225128354,1.8767356500348975,-2.507002072547733,RGI60-08.01186
1963,-2.5213978288415615,1.183270094142304,-3.704667922983866,RGI60-08.01186
1964,-0.14054658925541877,1.8851724745257337,-2.0257190637811524,RGI60-08.01186
1965,-0.7327254373521224,2.4713675806470876,-3.2040930179992095,RGI60-08.01186
1966,-1.5372155124519777,1.346651447937613,-2.8838669603895903,RGI60-08.01186
1967,0.46378633416038684,3.3761058577836263,-2.9123195236232395,RGI60-08.01186
1968,0.04542535444685325,3.6825844013371416,-3.6371590468902886,RGI60-08.01186
1969,-2.5637466177487624,1.4887279960745636,-4.0524746138233265,RGI60-08.01186
1970,-1.400955636140231,1.9644905010218872,-3.365446137162118,RGI60-08.01186
1971,-0.002812847872080221,2.851908034086952,-2.8547208819590315,RGI60-08.01186
1972,0.23587433167732605,3.5587994708959303,-3.322925139218604,RGI60-08.01186
1973,1.12884385415509,3.8716739161168885,-2.742830061961799,RGI60-08.01186
1974,-0.5734818253238775,2.8157787139126897,-3.389260539236567,RGI60-08.01186
1975,0.1153723539999506,3.0984010872364274,-2.9830287332364773,RGI60-08.01186
1976,1.7088140458781005,4.627671521053516,-2.918857475175416,RGI60-08.01186
1977,-1.1666782457053237,1.2182180516346186,-2.3848962973399424,RGI60-08.01186
1978,-1.4978465156734915,1.6815948273271173,-3.1794413430006085,RGI60-08.01186
1979,1.2004105257634534,3.2232860020110516,-2.0228754762475987,RGI60-08.01186
1980,-1.990967236423217,1.9904863815769436,-3.9814536180001605,RGI60-08.01186
1981,0.243817798272576,3.5448877488831125,-3.301069950610537,RGI60-08.01186
1982,-1.0588380541065265,2.1426852229445315,-3.201523277051058,RGI60-08.01186
1983,0.5166678887460509,3.5954259188581945,-3.0787580301121436,RGI60-08.01186
1984,0.24888796404171035,3.593305405855827,-3.344417441814117,RGI60-08.01186
1985,0.014170417101156796,2.6289468203791237,-2.614776403277967,RGI60-08.01186
1986,-0.5171850838964054,1.917050489506168,-2.434235573402573,RGI60-08.01186
1987,1.0813088069537948,3.2047661877840876,-2.1234573808302923,RGI60-08.01186
1988,-2.2023795331310554,2.113973309984814,-4.31635284311587,RGI60-08.01186
1989,1.5774992617295303,4.396809627544534,-2.819310365815004,RGI60-08.01186
1990,1.9320998981810626,5.428952901554495,-3.496853003373432,RGI60-08.01186
1991,-0.7914985993854502,2.1189975150690055,-2.9104961144544554,RGI60-08.01186
1992,-0.3754216975911633,3.5235356957774293,-3.8989573933685926,RGI60-08.01186
1993,1.6426378591734545,4.133880191274979,-2.4912423321015247,RGI60-08.01186
1994,-0.2730587104813821,2.823838448599326,-3.096897159080708,RGI60-08.01186
1995,0.24945742561154216,3.5116769863397597,-3.262219560728217,RGI60-08.01186
1996,-0.9611923638896409,2.023036998765324,-2.9842293626549647,RGI60-08.01186
1997,-0.590583595060449,3.8094884979884074,-4.400072093048856,RGI60-08.01186
1998,-0.19699371869530924,2.907343012482721,-3.1043367311780306,RGI60-08.01186
1999,-0.5608040008340599,3.1631061753831857,-3.7239101762172453,RGI60-08.01186
2000,1.3693522039689108,4.5259485826609955,-3.1565963786920843,RGI60-08.01186
2001,-2.022528351988499,1.4064783361353954,-3.429006688123895,RGI60-08.01186
2002,-1.8350268432309995,3.4235857742022016,-5.258612617433202,RGI60-08.01186
2003,-2.438809276632614,1.780561313514982,-4.219370590147595,RGI60-08.01186
2004,-1.4897779693004292,2.385902881407066,-3.8756808507074956,RGI60-08.01186
2005,0.44051080658363706,3.8288299520583355,-3.388319145474698,RGI60-08.01186
2006,-2.7207321621325327,2.3755968636639926,-5.096329025796525,RGI60-08.01186
2007,0.6187148773015303,3.79340030850829,-3.17468543120676,RGI60-08.01186
2008,-0.882005582178056,3.5914346035341955,-4.473440185712252,RGI60-08.01186
2009,-1.4429261602697978,2.9126349341366993,-4.355561094406497,RGI60-08.01186
2010,-2.04367388811769,1.47683843895213,-3.52051232706982,RGI60-08.01186
2011,-1.2495483275132013,2.858046542732939,-4.10759487024614,RGI60-08.01186
2012,1.2220854413546458,4.160747239865568,-2.938661798510923,RGI60-08.01186
2013,-2.3586813921790486,1.85608902976234,-4.214770421941388,RGI60-08.01186
2014,-1.6546802571906194,3.075003267036918,-4.729683524227537,RGI60-08.01186
2015,0.3093420938432574,3.6980018566818886,-3.388659762838631,RGI60-08.01186
2016,-1.2132153379786734,3.2539667711119344,-4.467182109090608,RGI60-08.01186
2017,-0.8122016920361442,3.092213893422732,-3.904415585458876,RGI60-08.01186
2018,-2.2818708208373426,2.5349546794922797,-4.816825500329623,RGI60-08.01186
2019,-1.4082559789195226,2.39535572926535,-3.803611708184872,RGI60-08.01186
1961,-1.0084707833326316,1.666470489892846,-2.674941273225478,RGI60-08.01217
1962,0.024956822267932006,1.5608965967930153,-1.5359397745250833,RGI60-08.01217
1963,-1.8258936120898663,0.7811321984991219,-2.6070258105889885,RGI60-08.01217
1964,0.26851377440343294,1.4439494804982402,-1.1754357060948075,RGI60-08.01217
1965,-0.6015738341279275,1.7396257006572136,-2.341199534785141,RGI60-08.01217
1966,-1.1879835420398284,0.9662539777500705,-2.154237519789899,RGI60-08.01217
1967,0.6228128271698133,2.653106205331455,-2.030293378161642,RGI60-08.01217
1968,-0.06446399110182227,2.7843507201881774,-2.84881471129,RGI60-08.01217
1969,-2.038168989617565,1.0498450295311448,-3.08801401914871,RGI60-08.01217
1970,-1.2418362089513817,1.3314016161506308,-2.5732378251020123,RGI60-08.01217
1971,0.11983203313627057,1.9958302655195366,-1.8759982323832662,RGI60-08.01217
1972,0.3324484472232689,2.848229111420518,-2.5157806641972487,RGI60-08.01217
1973,0.9289556054130967,2.714679393546632,-1.785723788133536,RGI60-08.01217
1974,-0.2230329514475324,2.0075040196435388,-2.2305369710910714,RGI60-08.01217
1975,0.1751827049728681,2.3682424520481953,-2.1930597470753277,RGI60-08.01217
1976,1.5783762911351336,3.7854274865966704,-2.2070511954615375,RGI60-08.01217
1977,-0.9602446718626827,0.8160479153561571,-1.7762925872188395,RGI60-08.01217
1978,-1.0504018096329837,1.3029333717766796,-2.3533351814096632,RGI60-08.01217
1979,1.1992628243318366,2.582848536533432,-1.3835857122015955,RGI60-08.01217
1980,-1.549331307391749,1.4396269233185068,-2.988958230710256,RGI60-08.01217
1981,0.5619618966292124,2.7973128409075656,-2.2353509442783537,RGI60-08.01217
1982,-0.4887070096442923,1.6899066065029986,-2.178613616147291,RGI60-08.01217
1983,0.8453335415859304,2.8933672337511736,-2.0480336921652427,RGI60-08.01217
1984,0.33995273379735275,2.7523497867777222,-2.4123970529803693,RGI60-08.01217
1985,0.04235203837363616,1.9709470201722954,-1.9285949817986594,RGI60-08.01217
1986,-0.4633239940988977,1.3862762643423299,-1.8496002584412274,RGI60-08.01217
1987,0.8980970114332395,2.3080658601953012,-1.4099688487620619,RGI60-08.01217
1988,-1.5601047712062457,1.70427818074939,-3.2643829519556355,RGI60-08.01217
1989,1.5130743442831487,3.489813110816698,-1.9767387665335487,RGI60-08.01217
1990,1.4464440552102946,4.052500803479312,-2.606056748269017,RGI60-08.01217
1991,-0.5257732934060497,1.533983197248125,-2.0597564906541748,RGI60-08.01217
1992,-0.2746931867056136,2.545793263332127,-2.8204864500377407,RGI60-08.01217
1993,1.785644214970774,3.3390321841079054,-1.5533879691371313,RGI60-08.01217
1994,-0.22218610581274995,2.0317468033053023,-2.253932909118052,RGI60-08.01217
1995,0.11265531542561874,2.556853121748148,-2.444197806322529,RGI60-08.01217
1996,-0.5817082467136105,1.6217999898266258,-2.203508236540236,RGI60-08.01217
1997,-0.7283071019581012,2.804690634945756,-3.532997736903857,RGI60-08.01217
1998,-0.022719743540414505,2.2001961757370596,-2.222915919277475,RGI60-08.01217
1999,-0.37952706452159757,2.5998342835723625,-2.9793613480939602,RGI60-08.01217
2000,1.2458469341177234,3.259168716442348,-2.013321782324624,RGI60-08.01217
2001,-1.220984197110228,1.3114704233154397,-2.532454620425668,RGI60-08.01217
2002,-1.695554945009177,2.5932152668701836,-4.288770211879361,RGI60-08.01217
2003,-1.9569692159224583,1.2627058257558619,-3.219675041678321,RGI60-08.01217
2004,-1.1515448697035366,1.701883003720655,-2.8534278734241916,RGI60-08.01217
2005,0.08788772084042212,2.6320328867531333,-2.544145165912712,RGI60-08.01217
2006,-2.2587744473909113,1.9176789701424766,-4.176453417533388,RGI60-08.01217
2007,0.2161137881588166,2.741679598545736,-2.5255658103869196,RGI60-08.01217
2008,-0.8323742035217323,2.6293665186211053,-3.4617407221428382,RGI60-08.01217
2009,-1.062984121846403,2.2582956783038144,-3.3212798001502173,RGI60-08.01217
2010,-1.4098386697668974,1.2292391393316366,-2.6390778090985343,RGI60-08.01217
2011,-0.9945633933386994,2.140162048381341,-3.13472544172004,RGI60-08.01217
2012,0.7257954196470394,2.795905700446951,-2.0701102807999114,RGI60-08.01217
2013,-1.6026148851901163,1.4935235380977931,-3.0961384232879094,RGI60-08.01217
2014,-1.4223291518769572,2.3599009919347527,-3.7822301438117094,RGI60-08.01217
2015,-0.01468132750541562,2.6806207062371072,-2.6953020337425233,RGI60-08.01217
2016,-1.3031736284393316,2.2285075131550083,-3.5316811415943397,RGI60-08.01217
2017,-0.4319340681939515,2.53445067493274,-2.9663847431266914,RGI60-08.01217
2018,-1.7109509391312236,2.011714806696418,-3.722665745827642,RGI60-08.01217
2019,-0.8270911394572653,2.055357769271919,-2.8824489087291845,RGI60-08.01217
1961,-1.542247644422912,1.2959325866763474,-2.8381802310992597,RGI60-08.01258
1962,-0.00941910133824353,1.002418359702227,-1.0118374610404706,RGI60-08.01258
1963,0.019259684246459047,2.2047629881460185,-2.185503303899559,RGI60-08.01258
1964,0.46948179845707183,2.0486795330741407,-1.579197734617069,RGI60-08.01258
1965,1.3937313117572918,2.617486773896755,-1.2237554621394635,RGI60-08.01258
1966,-0.22778414206062325,1.4690914098301142,-1.6968755518907375,RGI60-08.01258
1967,-1.1617398440394198,0.972664822053776,-2.134404666093196,RGI60-08.01258
1968,0.7477581217720732,1.967983722704311,-1.2202256009322379,RGI60-08.01258
1969,-1.4499629379376173,1.3815645923250277,-2.8315275302626453,RGI60-08.01258
1970,-2.0005851312866625,1.2248548862913735,-3.225440017578036,RGI60-08.01258
1971,-0.2078711991035622,1.6617691659729292,-1.8696403650764917,RGI60-08.01258
1972,-1.7890807339744939,1.5692411099382833,-3.358321843912777,RGI60-08.01258
1973,-1.0751810813654927,1.6222198365138394,-2.697400917879332,RGI60-08.01258
1974,-1.6835750024759326,1.3669334658239547,-3.050508468299887,RGI60-08.01258
