year,Ba,Bw,Bs,RGIID
1965,0.3182290266303557,3.14838328026218,-2.8301542536318243,RGI60-08.00295
1966,-0.08182885138942031,1.7390045302412165,-1.8208333816306368,RGI60-08.00295
1967,-0.19235506359289456,2.493996248544432,-2.686351312137327,RGI60-08.00295
1968,0.5395888323630955,2.832302930953132,-2.2927140985900367,RGI60-08.00295
1969,-1.3371829756866558,1.8775150430340526,-3.2146980187207084,RGI60-08.00295
1970,-0.9732369752515558,2.0119984076633677,-2.985235382914923,RGI60-08.00295
1971,0.5556267826190013,2.4696181952728002,-1.9139914126537982,RGI60-08.00295
1972,0.19117190895421932,3.129082050861306,-2.9379101419070874,RGI60-08.00295
1973,1.45331146124877,3.8800783049141794,-2.4267668436654093,RGI60-08.00295
1974,-0.003808782104734232,3.3622437581834625,-3.3660525402881967,RGI60-08.00295
1975,1.105443295965527,2.144481444493194,-1.0390381485276672,RGI60-08.00295
1976,2.2879561473880665,4.112967257263426,-1.8250111098753592,RGI60-08.00295
1977,0.23344051924920634,1.7395260933864467,-1.5060855741372403,RGI60-08.00295
1978,-0.5059143060006897,2.2205175627123936,-2.726431868713083,RGI60-08.00295
1979,1.057939727655434,3.0081160232688924,-1.950176295613458,RGI60-08.00295
1980,-1.9791869054945201,1.9409410702960699,-3.92012797579059,RGI60-08.00295
1981,0.3864772567928434,2.666634226642109,-2.2801569698492656,RGI60-08.00295
1982,0.9228272830568981,2.4423025934980758,-1.519475310441178,RGI60-08.00295
1983,0.28093040937338654,2.5078003949209684,-2.226869985547582,RGI60-08.00295
1984,0.39221292138127023,3.115653152315533,-2.723440230934263,RGI60-08.00295
1985,-0.6833823968156505,1.7054131942805923,-2.388795591096243,RGI60-08.00295
1986,0.2706417912249143,2.4311287850850936,-2.160486993860179,RGI60-08.00295
1987,0.8558766725382234,2.7572893947580623,-1.901412722219839,RGI60-08.00295
1988,-1.5585777507545677,1.9670458833640587,-3.5256236341186264,RGI60-08.00295
1989,2.1373337868313116,4.1230842398332195,-1.985750453001908,RGI60-08.00295
1990,0.5906404480973484,3.732662411061815,-3.1420219629644666,RGI60-08.00295
1991,0.7024717977740373,2.8159268218957902,-2.113455024121753,RGI60-08.00295
1992,0.856273671251382,3.8000731726935135,-2.9437995014421308,RGI60-08.00295
1993,1.4068317131309556,3.4091726694878792,-2.002340956356924,RGI60-08.00295
1994,-0.5271572087921487,1.6641908009281718,-2.1913480097203206,RGI60-08.00295
1995,1.3528511061229813,3.4113581304042495,-2.058507024281268,RGI60-08.00295
1996,0.13553878756688886,2.9155414565202706,-2.7800026689533817,RGI60-08.00295
1997,-0.0215175300961003,3.9455841109382463,-3.9671016410343465,RGI60-08.00295
1998,-0.6028554084328079,2.3427070623662836,-2.9455624707990915,RGI60-08.00295
1999,-0.8856778918449292,2.22876017513196,-3.114438066976889,RGI60-08.00295
2000,1.0010125379958494,3.3319028770387953,-2.3308903390429454,RGI60-08.00295
2001,-1.5922579872936609,1.3896360815574789,-2.9818940688511404,RGI60-08.00295
2002,-0.7320109789040974,3.510230190731196,-4.242241169635294,RGI60-08.00295
2003,-1.2530528754253738,2.087815221811872,-3.340868097237246,RGI60-08.00295
2004,-0.6983590412392084,2.3934718703146585,-3.091830911553867,RGI60-08.00295
2005,-0.07171704898799035,2.6968892406372293,-2.7686062896252195,RGI60-08.00295
2006,-1.6079248652168192,2.4310303568563945,-4.038955222073214,RGI60-08.00295
2007,0.5520298784374601,3.4014641017572402,-2.8494342233197805,RGI60-08.00295
2008,-0.24276971626431545,2.6697461096412685,-2.912515825905584,RGI60-08.00295
2009,-0.4000810247055299,2.946294789491824,-3.346375814197353,RGI60-08.00295
2010,-1.0474157746059811,1.6663792272905633,-2.713795001896544,RGI60-08.00295
2011,-0.8415446784554471,3.073107340100923,-3.91465201855637,RGI60-08.00295
2012,1.2535412572610902,3.3328176573232016,-2.0792764000621116,RGI60-08.00295
2013,-2.228661243613054,1.9482439883074374,-4.176905231920491,RGI60-08.00295
2014,-0.5620517178190405,3.288119018061633,-3.850170735880673,RGI60-08.00295
2015,-0.15687861968509176,2.8827826035820117,-3.0396612232671023,RGI60-08.00295
2016,-0.33349022987583643,3.284078501284777,-3.6175687311606133,RGI60-08.00295
2017,-0.15897080282564924,3.2103846832429737,-3.369355486068623,RGI60-08.00295
2018,-1.5767912782334377,2.370749900908579,-3.947541179142016,RGI60-08.00295
2019,-0.3467362078458057,2.858547273846102,-3.205283481691908,RGI60-08.00295
1961,-1.1552265580483256,2.067677415938909,-3.2229039739872345,RGI60-08.00434
1962,0.04997522622589004,2.3493195162821046,-2.299344290056215,RGI60-08.00434
1963,-2.140154031697453,1.196197991017593,-3.3363520227150465,RGI60-08.00434
1964,0.23553938295173793,1.8504825131030271,-1.614943130151289,RGI60-08.00434
1965,-0.402894818280211,2.5257851274699545,-2.928679945750166,RGI60-08.00434
1966,-1.233142231396043,1.3845151265864284,-2.6176573579824716,RGI60-08.00434
1967,0.5285316180558651,3.4745830961321773,-2.946051478076312,RGI60-08.00434
1968,0.5387722343726037,4.103215378731205,-3.564443144358602,RGI60-08.00434
1969,-1.8570234009690616,1.7352325720993156,-3.592255973068377,RGI60-08.00434
1970,-1.052403391844225,2.107695486962667,-3.1600988788068927,RGI60-08.00434
1971,0.22231829477563442,2.7536230743157804,-2.5313047795401467,RGI60-08.00434
1972,0.1939597064989555,3.3762785557752433,-3.182318849276288,RGI60-08.00434
1973,1.5193650033285042,4.004511176045272,-2.4851461727167674,RGI60-08.00434
1974,-0.11068130474479287,3.023573978361049,-3.134255283105842,RGI60-08.00434
1975,0.4511464874078144,3.018896156000115,-2.5677496685923002,RGI60-08.00434
1976,2.024240557149833,5.008961856173061,-2.984721299023227,RGI60-08.00434
1977,-1.0337621053339126,1.2630267017208983,-2.296788807054811,RGI60-08.00434
1978,-1.3128200097334892,1.6682706541600312,-2.9810906638935206,RGI60-08.00434
1979,1.3819769029947762,3.2713824778731366,-1.8894055748783605,RGI60-08.00434
1980,-1.6262546004070098,2.128359710000444,-3.7546143104074536,RGI60-08.00434
1981,1.07354312477158,3.9936848052767546,-2.920141680505174,RGI60-08.00434
1982,-0.6128706135185955,2.296167623349456,-2.9090382368680516,RGI60-08.00434
1983,1.0134095067537887,3.6579717081013947,-2.6445622013476062,RGI60-08.00434
1984,0.6226185483874235,3.7467959762847385,-3.124177427897315,RGI60-08.00434
1985,-0.04461490349443248,2.502204761102694,-2.546819664597126,RGI60-08.00434
1986,-0.47978354283835295,1.826335014495252,-2.306118557333605,RGI60-08.00434
1987,1.1564060000796945,3.2389171634707337,-2.082511163391039,RGI60-08.00434
1988,-2.085058381708479,1.848579985873473,-3.9336383675819526,RGI60-08.00434
1989,2.3152719439180314,4.812056504546428,-2.4967845606283965,RGI60-08.00434
1990,2.2790591244281275,5.602733400383862,-3.3236742759557343,RGI60-08.00434
1991,-0.3085363193781483,2.3584809506028743,-2.6670172699810224,RGI60-08.00434
1992,0.2199928969001469,3.823446624308348,-3.6034537274082004,RGI60-08.00434
1993,1.9338658654237164,4.222317859150723,-2.2884519937270067,RGI60-08.00434
1994,-0.15797696980525452,2.700466623618345,-2.8584435934235994,RGI60-08.00434
1995,0.758991791863667,3.8594709095198336,-3.1004791176561657,RGI60-08.00434
1996,-0.9952620184343322,1.8541796866134055,-2.8494417050477376,RGI60-08.00434
1997,-0.1955337901663608,3.9559303610468652,-4.151464151213226,RGI60-08.00434
1998,0.3742874626900653,3.238458620572375,-2.86417115788231,RGI60-08.00434
1999,-0.40300371821907044,3.2571896965650735,-3.660193414784144,RGI60-08.00434
2000,2.013581120798393,4.615730870331637,-2.6021497495332446,RGI60-08.00434
2001,-2.201322258549068,0.9480094131513276,-3.149331671700396,RGI60-08.00434
2002,-1.8371072489774571,3.1295464012663974,-4.966653650243854,RGI60-08.00434
2003,-2.1637754846799355,1.837740513784523,-4.001515998464459,RGI60-08.00434
2004,-0.9483344217648358,2.4548434200174,-3.403177841782236,RGI60-08.00434
2005,0.8290167238026149,3.889067115374422,-3.060050391571807,RGI60-08.00434
2006,-2.615773372902609,2.26107861131377,-4.876851984216379,RGI60-08.00434
2007,0.7761496059289893,3.7773471682939768,-3.001197562364988,RGI60-08.00434
2008,-0.7196511312194674,3.5572881817565616,-4.276939312976029,RGI60-08.00434
2009,-1.0839349371039306,2.79797982860084,-3.881914765704771,RGI60-08.00434
2010,-1.9140030635676395,1.3956484647733125,-3.3096515283409524,RGI60-08.00434
2011,-0.879703464330623,2.8967284849559363,-3.7764319492865592,RGI60-08.00434
2012,1.4580959942728875,4.11743694559355,-2.6593409513206634,RGI60-08.00434
2013,-2.067074310429033,1.7860251243377705,-3.8530994347668033,RGI60-08.00434
2014,-1.5096015238077918,3.006022596605556,-4.5156241204133485,RGI60-08.00434
2015,0.45680040622891915,3.714166594345767,-3.257366188116848,RGI60-08.00434
2016,-1.0280826436807802,3.207864557906157,-4.235947201586937,RGI60-08.00434
2017,-0.8140740326653254,2.9621779469559897,-3.7762519796213154,RGI60-08.00434
2018,-2.1218185075296576,2.1829101808395355,-4.3047286883691935,RGI60-08.00434
2019,-1.6878778693132774,1.8902911418125394,-3.5781690111258166,RGI60-08.00434
1961,-0.5330020882043305,1.048350429531487,-1.5813525177358174,RGI60-08.00449
1962,0.2915061353800106,1.0012666871055802,-0.7097605517255695,RGI60-08.00449
1963,-1.4341540123305665,0.5271167228424865,-1.9612707351730527,RGI60-08.00449
1964,0.302301798789375,0.8367878818248329,-0.5344860830354579,RGI60-08.00449
1965,-0.307005101866121,1.014146084296642,-1.3211511861627634,RGI60-08.00449
1966,-1.0131775513654337,0.6634260434086536,-1.6766035947740872,RGI60-08.00449
1967,0.08194080696541223,1.346447183728201,-1.2645063767627889,RGI60-08.00449
1968,-0.40503398606934526,1.5378776887012635,-1.942911674770609,RGI60-08.00449
1969,-1.634222630284027,0.7702698941455113,-2.4044925244295383,RGI60-08.00449
1970,-1.1825773621524438,0.8223229960407632,-2.0049003581932068,RGI60-08.00449
1971,-0.061530590136138735,1.0884959112395496,-1.1500265013756883,RGI60-08.00449
1972,-0.13398418155221092,1.6194952707393717,-1.7534794522915829,RGI60-08.00449
1973,0.159831583607387,1.3383124354903013,-1.1784808518829142,RGI60-08.00449
1974,-0.09073178886483413,1.0366361399683037,-1.127367928833138,RGI60-08.00449
1975,-0.3620904986728557,1.2978019333266242,-1.6598924319994797,RGI60-08.00449
1976,0.1346416815178355,1.851198915059753,-1.7165572335419172,RGI60-08.00449
1977,-0.6967376937467743,0.6327561926923849,-1.3294938864391594,RGI60-08.00449
1978,-0.8678659763507299,0.9061048540295332,-1.7739708303802628,RGI60-08.00449
1979,0.5390485882877096,1.4781069149520474,-0.9390583266643375,RGI60-08.00449
1980,-1.2809129799200691,0.8431574909753627,-2.1240704708954317,RGI60-08.00449
1981,0.41652236570134726,1.5353806295954668,-1.1188582638941196,RGI60-08.00449
1982,-0.4559838460238953,1.0779181735230718,-1.5339020195469675,RGI60-08.00449
1983,0.3861562524808147,1.6492153078279375,-1.2630590553471228,RGI60-08.00449
1984,-0.13201218378873375,1.3847184113046302,-1.516730595093364,RGI60-08.00449
1985,-0.1134462138312432,1.277648156621766,-1.3910943704530094,RGI60-08.00449
1986,-0.4538341769407299,0.9057791757631831,-1.359613352703913,RGI60-08.00449
1987,0.4485460044231055,1.22970918134314,-0.7811631769200345,RGI60-08.00449
1988,-1.0825437147698094,1.1680496279118857,-2.250593342681695,RGI60-08.00449
1989,0.5299282031116841,1.8059777499815264,-1.2760495468698423,RGI60-08.00449
1990,0.06796119898148179,1.9567713090652585,-1.8888101100837764,RGI60-08.00449
1991,-0.6342145812277561,0.912843430796114,-1.54705801202387,RGI60-08.00449
1992,-0.40419766669402746,1.3217826800793122,-1.7259803467733397,RGI60-08.00449
1993,1.0404198147463928,1.719720843806532,-0.6793010290601393,RGI60-08.00449
1994,-0.44717816431614166,1.1329972074331138,-1.5801753717492555,RGI60-08.00449
1995,-0.23323043507672447,1.3569319237565045,-1.590162358833229,RGI60-08.00449
1996,-0.5228615286850512,0.9701542591008397,-1.4930157877858912,RGI60-08.00449
1997,-1.3264058882802348,1.3791845751989764,-2.705590463479211,RGI60-08.00449
1998,-0.03007607963792233,1.203812853041978,-1.2338889326799005,RGI60-08.00449
1999,-0.5590106169783224,1.5351235594482495,-2.0941341764265724,RGI60-08.00449
2000,0.7373243403107287,1.7216454895883482,-0.9843211492776195,RGI60-08.00449
2001,-0.6702614271832358,1.0069063094749835,-1.6771677366582194,RGI60-08.00449
2002,-1.6688059095159862,1.5030012209873713,-3.1718071305033577,RGI60-08.00449
2003,-1.6883433604706424,0.808713026382609,-2.4970563868532514,RGI60-08.00449
2004,-0.8648078362979672,1.00445525929448,-1.8692630955924474,RGI60-08.00449
2005,-0.22968462549592078,1.4197331719903894,-1.6494177974863102,RGI60-08.00449
2006,-2.0664330670803035,1.1569038045122464,-3.22333687159255,RGI60-08.00449
2007,-0.3858424441081143,1.6442187773189496,-2.0300612214270637,RGI60-08.00449
2008,-0.9677078579603016,1.5499137585480982,-2.5176216165084,RGI60-08.00449
2009,-0.9166935193462784,1.367712139155992,-2.2844056585022705,RGI60-08.00449
2010,-0.903821092659719,0.8928105588507885,-1.7966316515105074,RGI60-08.00449
2011,-0.8893677651914097,1.2507856980375633,-2.140153463228973,RGI60-08.00449
2012,0.1584975930152838,1.538007994173389,-1.3795104011581052,RGI60-08.00449
2013,-1.0531427640993558,0.95360901529113,-2.006751779390486,RGI60-08.00449
2014,-1.3702233249095923,1.4646854694412237,-2.834908794350816,RGI60-08.00449
2015,-0.267492965660114,1.6098139706882948,-1.8773069363484087,RGI60-08.00449
2016,-1.1888543956375321,1.2773982819539003,-2.4662526775914326,RGI60-08.00449
2017,-0.48376384165740255,1.523181305192998,-2.0069451468504007,RGI60-08.00449
2018,-1.38385402093664,1.175405522452548,-2.559259543389188,RGI60-08.00449
2019,-0.8854481261918612,1.2778549619455943,-2.163303088137456,RGI60-08.00449
1961,0.04576395402490582,1.3976260793125967,-1.3518621252876912,RGI60-08.00868
1962,0.9925248449955845,1.390173973606602,-0.39764912861101764,RGI60-08.00868
1963,-0.9288359773405696,0.7027345608239883,-1.6315705381645578,RGI60-08.00868
1964,0.9450156346803449,1.1155778960416853,-0.17056226136134067,RGI60-08.00868
1965,0.280780529840716,1.3520259788315059,-1.0712454489907897,RGI60-08.00868
1966,-0.5527974821599215,0.8844576334818551,-1.4372551156417765,RGI60-08.00868
1967,0.7758259642097854,1.795038801325748,-1.019212837115962,RGI60-08.00868
1968,0.3375949774828781,2.050247611843334,-1.7126526343604558,RGI60-08.00868
1969,-1.0468082865484418,1.0268983174340238,-2.073706603982466,RGI60-08.00868
1970,-0.7216420871915464,1.0962937892806204,-1.817935876472167,RGI60-08.00868
1971,0.5973434116697798,1.4511467062148342,-0.8538032945450544,RGI60-08.00868
1972,0.5775875776424989,2.1590574696671876,-1.5814698920246886,RGI60-08.00868
1973,0.9095174266101884,1.784193824335552,-0.8746763977253637,RGI60-08.00868
1974,0.5184770478263312,1.3820089763545325,-0.8635319285282017,RGI60-08.00868
1975,0.43068886341537616,1.7301865642485716,-1.2994977008331956,RGI60-08.00868
1976,0.9754728526676536,2.467957096024623,-1.4924842433569694,RGI60-08.00868
1977,-0.2790939998100286,0.8435696040575358,-1.1226636038675641,RGI60-08.00868
1978,-0.38478905976889133,1.2079889881376475,-1.5927780479065388,RGI60-08.00868
1979,1.2628104531590247,1.9705631954312284,-0.7077527422722034,RGI60-08.00868
1980,-0.7121696992559643,1.1240696480484906,-1.836239347304455,RGI60-08.00868
1981,1.325201371122972,2.046918615326963,-0.7217172442039916,RGI60-08.00868
1982,0.20728942822098478,1.437044816544903,-1.2297553883239185,RGI60-08.00868
1983,1.2534892837507876,2.1986792390136065,-0.9451899552628191,RGI60-08.00868
1984,0.5711148619465385,1.8460607346806372,-1.2749458727340985,RGI60-08.00868
1985,0.5342366666935983,1.7033182164844172,-1.169081549790819,RGI60-08.00868
1986,0.10296986177821729,1.2075548046569196,-1.1045849428787022,RGI60-08.00868
1987,1.1968187449459864,1.6394075620147353,-0.44258881706874864,RGI60-08.00868
1988,-0.34063928975652735,1.5572050870724565,-1.8978443768289837,RGI60-08.00868
1989,1.4013014108880009,2.4076697361210506,-1.0063683252330498,RGI60-08.00868
1990,0.9096984991242201,2.6087027159634637,-1.6990042168392443,RGI60-08.00868
1991,0.007792609018196894,1.2169726355527892,-1.2091800265345922,RGI60-08.00868
1992,0.4042873535787594,1.7621569017605483,-1.3578695481817888,RGI60-08.00868
1993,1.9125101627021808,2.2926748849767926,-0.3801647222746118,RGI60-08.00868
1994,0.23898869297616507,1.5104743607579199,-1.2714856677817548,RGI60-08.00868
1995,0.47124304582121945,1.8090167095571754,-1.337773663735956,RGI60-08.00868
1996,0.03938575116616219,1.2933775341528575,-1.2539917829866953,RGI60-08.00868
1997,-0.5453874685443747,1.8386832076228572,-2.384070676167232,RGI60-08.00868
1998,0.6651544937464695,1.6048834346117258,-0.9397289408652563,RGI60-08.00868
1999,0.12705042474577288,2.0465758979188875,-1.9195254731731146,RGI60-08.00868
2000,1.7563346297774722,2.2952407590035797,-0.5389061292261075,RGI60-08.00868
2001,-0.062077457848192824,1.3447822468279016,-1.4068597046760944,RGI60-08.00868
2002,-0.8871130303244231,2.003751459928727,-2.89086449025315,RGI60-08.00868
2003,-1.0942150077171018,1.0781494283903499,-2.1723644361074514,RGI60-08.00868
2004,-0.17002245177870187,1.3391064918245423,-1.5091289436032442,RGI60-08.00868
2005,0.5459419882454684,1.8927412542061326,-1.3467992659606642,RGI60-08.00868
2006,-1.4791894226541717,1.5423458443803824,-3.021535267034554,RGI60-08.00868
2007,0.3992174431664849,2.1920180299858556,-1.7928005868193702,RGI60-08.00868
2008,-0.1847806512652308,2.0662937016206637,-2.2510743528858947,RGI60-08.00868
2009,-0.11037175580221734,1.8233885357695847,-1.9337602915718024,RGI60-08.00868
2010,-0.3042601028912155,1.1902654740106042,-1.49452557690182,RGI60-08.00868
2011,-0.19695554500292203,1.6675060761788951,-1.8644616211818175,RGI60-08.00868
2012,0.9222312724390855,2.0504213307840526,-1.1281900583449669,RGI60-08.00868
2013,-0.3791224141952985,1.2713199629575367,-1.650442377152835,RGI60-08.00868
2014,-0.6258694616745598,1.9526701686917027,-2.578539630366262,RGI60-08.00868
2015,0.5109336794918512,2.1461506810096167,-1.635217001517765,RGI60-08.00868
2016,-0.554913331902736,1.702985091851155,-2.2578984237538906,RGI60-08.00868
2017,0.21357313630797162,2.030654879981803,-1.8170817436738318,RGI60-08.00868
2018,-0.6206893055934342,1.5670117221031656,-2.1877010276966,RGI60-08.00868
2019,-0.15902559976430508,1.7035939224943366,-1.8626195222586417,RGI60-08.00868
1961,-0.35008460292177307,1.1562298539292077,-1.5063144568509808,RGI60-08.00966
1962,0.5647756379859117,1.1419310437296697,-0.577155405743758,RGI60-08.00966
1963,-1.2224984810371726,0.5813591279093433,-1.8038576089465157,RGI60-08.00966
1964,0.5281896881634007,0.9228966795048161,-0.39470699134141546,RGI60-08.00966
1965,-0.12225341350946711,1.1185057456724836,-1.2407591591819507,RGI60-08.00966
1966,-0.8416328589776253,0.7316952191320498,-1.5733280781096752,RGI60-08.00966
1967,0.31106000629055136,1.4850019485003627,-1.1739419422098114,RGI60-08.00966
1968,-0.15668934082430408,1.6961314130072984,-1.8528207538316024,RGI60-08.00966
1969,-1.3981334019549319,0.8495337266108131,-2.247667128565745,RGI60-08.00966
1970,-1.0032164232645788,0.906943299503158,-1.910159722767737,RGI60-08.00966
1971,0.18561134794403955,1.2005064652069604,-1.0148951172629208,RGI60-08.00966
1972,0.0951404560469988,1.7861477685117753,-1.6910073124647766,RGI60-08.00966
1973,0.40857158115041814,1.4760301023486317,-1.0674585211982137,RGI60-08.00966
1974,0.1076766449199318,1.1433101174279527,-1.0356334725080212,RGI60-08.00966
1975,-0.07374083058898795,1.4313509085601195,-1.5050917391491074,RGI60-08.00966
1976,0.42323128044224567,2.0416946384139947,-1.6184633579717491,RGI60-08.00966
1977,-0.5534018530541269,0.6978693189227562,-1.251271171976883,RGI60-08.00966
1978,-0.6894997374935975,0.9993466435524999,-1.6888463810460974,RGI60-08.00966
1979,0.7629333214482643,1.6302099891641495,-0.867276667715885,RGI60-08.00966
1980,-1.0597183749710752,0.9299217467440168,-1.9896401217150923,RGI60-08.00966
1981,0.7360270321399404,1.6933773965984547,-0.9573503644585141,RGI60-08.00966
1982,-0.20866823892344055,1.1888402362530688,-1.3975084751765097,RGI60-08.00966
1983,0.6936095722698874,1.8189261154973717,-1.1253165432274845,RGI60-08.00966
1984,0.12511841282555972,1.5272114374497423,-1.4020930246241825,RGI60-08.00966
1985,0.10651839576032929,1.4091232281594026,-1.3026048323990735,RGI60-08.00966
1986,-0.259592701326721,0.9989874516985902,-1.2585801530253111,RGI60-08.00966
1987,0.7033826592402732,1.3562511418583627,-0.6528684826180893,RGI60-08.00966
1988,-0.8036101939044042,1.2882465753995875,-2.0918567693039916,RGI60-08.00966
1989,0.8193718104576527,1.9918200357811005,-1.1724482253234476,RGI60-08.00966
1990,0.37254276432240474,2.1581308512121273,-1.7855880868897218,RGI60-08.00966
1991,-0.38677821359427517,1.006778646641387,-1.3935568602356623,RGI60-08.00966
1992,-0.12121004669488497,1.4577993694315146,-1.5790094161263997,RGI60-08.00966
1993,1.3405590773483749,1.8966869512535633,-0.5561278739051888,RGI60-08.00966
1994,-0.18904827471362126,1.2495871215868506,-1.4386353963004719,RGI60-08.00966
1995,0.005294908613004648,1.4965656099344775,-1.491270701321473,RGI60-08.00966
1996,-0.3320431487351999,1.069986986880203,-1.402030135615403,RGI60-08.00966
1997,-1.0430200552749147,1.5211081476223436,-2.5641282028972587,RGI60-08.00966
1998,0.19120378273184302,1.3276899784863625,-1.1364861957545194,RGI60-08.00966
1999,-0.34592931283279865,1.6930938729117235,-2.0390231857445222,RGI60-08.00966
2000,1.098206272224706,1.8988096507331347,-0.8006033785084289,RGI60-08.00966
2001,-0.44861184754454553,1.1125131419851306,-1.5611249895296762,RGI60-08.00966
2002,-1.3947069092916107,1.6576660181980243,-3.052372927489635,RGI60-08.00966
2003,-1.4669986768005727,0.8919328098934376,-2.35893148669401,RGI60-08.00966
2004,-0.6077897992918062,1.1078176962750022,-1.7156074955668084,RGI60-08.00966
2005,0.03182078492909848,1.5658293561271392,-1.5340085711980407,RGI60-08.00966
2006,-1.8489793986908931,1.2759538024886776,-3.1249332011795707,RGI60-08.00966
2007,-0.1074758762746715,1.813415422147304,-1.920891298421976,RGI60-08.00966
2008,-0.6766385662731547,1.7094060422618562,-2.3860446085350104,RGI60-08.00966
2009,-0.6195991412675421,1.5084551523294238,-2.128054293596966,RGI60-08.00966
2010,-0.6845078927542937,0.9846843125803254,-1.669192205334619,RGI60-08.00966
2011,-0.6404811807106126,1.3794965158597072,-2.0199776965703196,RGI60-08.00966
2012,0.42766298142282627,1.696275127430222,-1.2686121460073956,RGI60-08.00966
2013,-0.8032383436633176,1.0517391717465998,-1.8549775154099175,RGI60-08.00966
2014,-1.1025656883521304,1.6154074235855447,-2.7179731119376753,RGI60-08.00966
2015,-0.007772940381808924,1.7754702242206888,-1.783243164602498,RGI60-08.00966
2016,-0.968119463367263,1.4088476403954378,-2.3769671037627007,RGI60-08.00966
2017,-0.24856263566046616,1.6799227132458614,-1.9284853489063278,RGI60-08.00966
2018,-1.109280037347112,1.2963594207141735,-2.4056394580612857,RGI60-08.00966
2019,-0.6203535419792001,1.409351314572711,-2.029704856551911,RGI60-08.00966
1961,0.16366984165783133,0.9652717542006999,-0.8016019125428686,RGI60-08.00987
1962,1.1923950809498556,1.2041173353932573,-0.011722254443401386,RGI60-08.00987
1963,-0.7312568590766708,0.510741454347548,-1.2419983134242187,RGI60-08.00987
1964,0.578979317299646,0.48969606705894875,0.08928325024069739,RGI60-08.00987
1965,0.6094465204158209,1.128600304190751,-0.5191537837749302,RGI60-08.00987
1966,-0.6919225153201224,0.5443495734119431,-1.2362720887320657,RGI60-08.00987
1967,0.8309859166865851,1.3560869196917646,-0.5251010030051798,RGI60-08.00987
1968,0.2482939037408785,1.3708366881944996,-1.122542784453621,RGI60-08.00987
1969,-0.9789787237528622,1.0330608568411983,-2.0120395805940605,RGI60-08.00987
1970,-0.7552660076770711,0.7578564271288681,-1.5131224348059393,RGI60-08.00987
1971,0.4537160520528448,1.0288530186319103,-0.5751369665790654,RGI60-08.00987
1972,0.25000692979458533,1.2018958193735378,-0.9518888895789523,RGI60-08.00987
1973,0.061677447585658185,0.7893324743229883,-0.7276550267373302,RGI60-08.00987
1974,0.6324949584771001,0.8952970396502504,-0.26280208117315035,RGI60-08.00987
1975,-0.10172164403770012,1.2818607465885252,-1.3835823906262252,RGI60-08.00987
1976,0.1413473293846725,1.458140823987609,-1.3167934946029367,RGI60-08.00987
1977,-0.003368948647949635,0.9305696012365221,-0.9339385498844716,RGI60-08.00987
1978,-0.35411897103744255,0.9198458014994187,-1.2739647725368615,RGI60-08.00987
1979,0.7029213732298375,1.060465795022167,-0.3575444217923295,RGI60-08.00987
1980,-0.8524574914796241,0.6697512515725137,-1.5222087430521378,RGI60-08.00987
1981,0.8511572188791153,1.1691796327667996,-0.31802241388768426,RGI60-08.00987
1982,0.011733474940759547,1.0354944207916972,-1.0237609458509376,RGI60-08.00987
1983,0.7870968619027003,1.3578905963313792,-0.5707937344286791,RGI60-08.00987
1984,0.3273815961620573,1.1294615048002965,-0.8020799086382391,RGI60-08.00987
1985,0.4528883068675651,1.2683710104757155,-0.8154827036081504,RGI60-08.00987
1986,0.0007037229955121557,0.7675237822878151,-0.7668200592923031,RGI60-08.00987
1987,1.0168597910843922,1.1745687075630835,-0.15770891647869129,RGI60-08.00987
1988,-0.20569762255294366,1.4026529557334664,-1.6083505782864103,RGI60-08.00987
1989,0.6357510777907552,1.4665633368659925,-0.8308122590752373,RGI60-08.00987
1990,0.14550419780413415,1.5253246085451109,-1.3798204107409768,RGI60-08.00987
1991,-0.38347444587835544,0.7749561530408577,-1.1584305989192134,RGI60-08.00987
1992,0.10477613845909448,1.077462847954803,-0.9726867094957086,RGI60-08.00987
1993,1.2625469595015246,1.243175179019186,0.019371780482338723,RGI60-08.00987
1994,-0.08701066750794362,1.032874947161869,-1.1198856146698124,RGI60-08.00987
1995,0.296447539949627,1.2057810467256376,-0.9093335067760105,RGI60-08.00987
1996,-0.11963032185932335,0.7096437919180112,-0.8292741137773345,RGI60-08.00987
1997,-1.1081562245850152,1.00168683820604,-2.109843062791055,RGI60-08.00987
1998,0.6367524825921675,1.1148267793466062,-0.4780742967544386,RGI60-08.00987
1999,-0.19888882283297682,1.2470825043870626,-1.4459713272200396,RGI60-08.00987
2000,0.888921198777555,1.2431348803300863,-0.3542136815525312,RGI60-08.00987
2001,0.2250189127950858,1.3214194785720732,-1.096400565776987,RGI60-08.00987
2002,-1.290617649991364,1.1487086103686899,-2.439326260360054,RGI60-08.00987
2003,-1.2122812670066265,0.7689765201903735,-1.9812577871969999,RGI60-08.00987
2004,-0.3970473230699606,0.8788336437645903,-1.275880966834551,RGI60-08.00987
2005,-0.09139939785643915,1.0656797611852509,-1.1570791590416902,RGI60-08.00987
2006,-1.5143445033333474,1.0262227411541245,-2.540567244487472,RGI60-08.00987
2007,-0.032941604843687716,1.4740648104987262,-1.5070064153424139,RGI60-08.00987
2008,-0.33013907303140444,1.4286285666839735,-1.7587676397153782,RGI60-08.00987
2009,-0.45258105977028185,1.1143798149666275,-1.5669608747369095,RGI60-08.00987
2010,-0.31387456379326883,0.8847835071948089,-1.1986580709880776,RGI60-08.00987
