glacier_id;utm_zone;utm_east3;utm_north4;altitude5;location_description;location_id;stake_no;altitude;utm_east;utm_north;balance_winter;balance_summer;balance_netto;dt_prev_year_min_date;dt_curr_year_max_date;dt_curr_year_min_date;stake_remark;flag_correction
54;34;529400;7780050;500;Nederst på bretunga;L10;L1089;400;530060;7780055;1.24;-3.98;-2.75;05.09.1990 00:00;14.05.1991 00:00;04.10.1991 00:00;;
54;34;529400;7780050;500;Nederst på bretunga;L10;L1089;400;530065;7780060;0.9;-4.18;-3.29;04.10.1991 00:00;03.06.1992 00:00;22.09.1992 00:00;;
54;34;529400;7780050;500;Nederst på bretunga;L10;L1089;390;530125;7780100;;;-2.39;22.09.1992 00:00;15.05.1993 00:00;22.09.1993 00:00;;
54;34;529400;7780050;500;Nederst på bretunga;L10;L1090;422;529960;7780085;1.55;-4.48;-2.93;19.10.1989 00:00;24.05.1990 00:00;05.09.1990 00:00;;
54;34;529400;7780050;500;Nederst på bretunga;L10;L1096;470;529705;7780170;1.51;-4.58;-3.07;;24.05.1996 00:00;16.10.1996 00:00;bs er estimert;
54;34;529400;7780050;500;Nederst på bretunga;L10;L1097;480;529630;7780160;1.7;-4.55;-2.85;16.10.1996 00:00;10.06.1997 00:00;02.10.1997 00:00;;
54;34;529400;7780050;500;Nederst på bretunga;L10;L1097;470;529665;7780105;1.06;-4.48;-3.42;02.10.1997 00:00;03.06.1998 00:00;01.10.1998 00:00;;
54;34;529400;7780050;500;Nederst på bretunga;L10;L1097;449;529825;7780110;0.65;-4.61;-3.96;01.10.1998 00:00;25.05.1999 00:00;25.09.1999 00:00;;
54;34;529400;7780050;500;Nederst på bretunga;L10;L1097;449;529825;7780110;1.77;-4.33;-2.57;25.09.1999 00:00;23.05.2000 00:00;11.10.2000 00:00;Avvik mellom stakemålt og sondert snødyp skyldes 15 cm smelting etter min.mål. høsten 1999.;
54;34;529400;7780050;500;Nederst på bretunga;L10;L1097;479;529640;7780095;0.88;-4.57;-3.69;11.10.2000 00:00;06.06.2001 00:00;07.10.2001 00:00;;
54;34;529400;7780050;500;Nederst på bretunga;L10;L1097;406;529825;7780100;1.18;-4.69;-3.51;07.10.2001 00:00;21.05.2002 00:00;12.10.2002 00:00;;
54;34;529400;7780050;500;Nederst på bretunga;L10;L1097;457;529562;7780100;1.75;-4.41;-2.66;12.10.2002 00:00;24.05.2003 00:00;02.10.2003 00:00;;
54;34;529400;7780050;500;Nederst på bretunga;L10;L1097;482;529422;7780077;0.9;-5.13;-4.23;02.10.2003 00:00;29.04.2004 00:00;04.10.2004 00:00;;
54;34;529400;7780050;500;Nederst på bretunga;L10;L1097;476;529450;7780089;0.82;-5.14;-4.32;04.10.2004 00:00;26.05.2005 00:00;26.10.2005 00:00;;
54;34;529400;7780050;500;Nederst på bretunga;L10;L1097;473;529462;7780102;0.77;-5.09;-4.32;26.10.2005 00:00;25.04.2006 00:00;06.10.2006 00:00;;
54;34;529400;7780050;500;Nederst på bretunga;L10;L1097;474;529459;7780097;1.06;-4.53;-3.47;06.10.2006 00:00;22.05.2007 00:00;03.11.2007 00:00;;
54;34;529400;7780050;500;Nederst på bretunga;L10;L1097;470;529482;7780104;0.86;-3.25;-2.39;03.11.2007 00:00;22.05.2008 00:00;16.10.2008 00:00;;
54;34;529400;7780050;500;Nederst på bretunga;L10;L1097;500;529354;7780046;1.24;-4.75;-3.51;16.10.2008 00:00;07.05.2009 00:00;07.10.2009 00:00;;
54;34;529400;7780050;500;Nederst på bretunga;L10;L1097;468;529490;7780110;1.1;-3.66;-2.57;07.10.2009 00:00;19.05.2010 00:00;23.09.2010 00:00;;
54;34;529400;7780050;500;Nederst på bretunga;L10;L1097;468;529488;7780116;1.59;-4.87;-3.29;23.09.2010 00:00;11.05.2011 00:00;20.09.2011 00:00;;
54;34;529400;7780050;500;Nederst på bretunga;L10;L1097;467;529498;7780113;0.6;-3.3;-2.7;20.09.2011 00:00;19.04.2012 00:00;25.09.2012 00:00;Sondering viste 2,25 m snødyp mot staken 1,85 m. Kan bety at det var 40 cm smelting etter minimumsmåling den 20. september 2011.;
54;34;529120;7780000;470;;L15;L1510;539;529130;7780005;1.87;-4.03;-2.16;23.09.2010 00:00;11.05.2011 00:00;20.09.2011 00:00;;
54;34;529120;7780000;470;;L15;L1510;537;529141;7779999;0.78;-3.12;-2.34;20.09.2011 00:00;19.04.2012 00:00;25.09.2012 00:00;Sondering viste bare 0,36 m w.e. (1,25 m snødyp);
54;34;529120;7780000;470;;L15;L1512;540;529105;7780020;2.02;-5.85;-3.83;25.09.2012 00:00;14.05.2013 00:00;07.11.2013 00:00;;
54;34;529120;7780000;470;;L15;L1513;516;529106;7780010;1.75;-3.93;-2.18;07.11.2013 00:00;09.05.2014 00:00;24.09.2014 00:00;Staken var skjev i mai. Sondert snødyp er derfor brukt.;
54;34;529120;7780000;470;;L15;L1513;514;529118;7780016;1.14;-3.21;-2.07;24.09.2014 00:00;08.05.2015 00:00;23.09.2015 00:00;;
54;34;529120;7780000;470;;L15;L1513;514;529118;7780016;1.42;-3.99;-2.57;23.09.2015 00:00;23.05.2016 00:00;22.09.2016 00:00;;
54;34;529120;7780000;470;;L15;L1513;514;529121;7780009;1.52;-3.22;-1.7;22.09.2016 00:00;25.04.2017 00:00;29.09.2017 00:00;Sondert snødyp.;
54;34;529120;7780000;470;;L15;L1513;514;529125;7780010;1.27;-5.09;-3.83;29.09.2017 00:00;10.05.2018 00:00;12.10.2018 00:00;Sondert snødyp.;
54;34;529120;7780000;470;;L15;L1513;513;529128;7780012;1.72;-3.02;-1.31;12.10.2018 00:00;23.05.2019 00:00;27.09.2019 00:00;Sondert snødyp.;
54;34;529120;7780000;470;;L15;L1513;512;529138;7780012;2.45;-3.39;-0.95;27.09.2019 00:00;26.05.2020 00:00;29.09.2020 00:00;Sondert snødyp;
54;34;529120;7780000;470;;L15;L1520;529;529010;7780025;2.59;-3.54;-0.95;29.09.2020 00:00;04.05.2021 00:00;18.09.2021 00:00;Sondert snødyp, skredmasser på målestedet;
54;34;528290;7780290;635;;L20;L2012;629;528710;7780020;1.96;-5.52;-3.56;25.09.2012 00:00;14.05.2013 00:00;07.11.2013 00:00;;
54;34;528290;7780290;635;;L20;L2013;606;528713;7780280;2.05;-4.31;-2.26;07.11.2013 00:00;09.05.2014 00:00;24.09.2014 00:00;Staken var svært skjev i mai. Sondert snødyp er derfor brukt.;
54;34;528290;7780290;635;;L20;L2013;605;528721;7780281;1.91;-3.91;-2;24.09.2014 00:00;08.05.2015 00:00;23.09.2015 00:00;bv er basert på sondering i posisjonen;
54;34;528290;7780290;635;;L20;L2013;605;528721;7780281;1.22;-4.24;-3.02;23.09.2015 00:00;23.05.2016 00:00;22.09.2016 00:00;;
54;34;528290;7780290;635;;L20;L2013;602;528735;7780273;1.82;-3.49;-1.67;22.09.2016 00:00;25.04.2017 00:00;29.09.2017 00:00;bv er basert på sondering i posisjonen;
54;34;528290;7780290;635;;L20;L2013;601;528745;7780270;1.32;-4.74;-3.42;29.09.2017 00:00;10.05.2018 00:00;12.10.2018 00:00;Staken var smeltet ut i august. Stakelengden i august er derfor estimert.;
54;34;528290;7780290;635;;L20;L2013;600;528750;7780275;2.11;-3.24;-1.13;12.10.2018 00:00;23.05.2019 00:00;27.09.2019 00:00;bv er basert på sondering i posisjonen;
54;34;528290;7780290;635;;L20;L2013;599;528758;7780273;2.19;-3.14;-0.95;27.09.2019 00:00;26.05.2020 00:00;29.09.2020 00:00;bv er basert på sondering i posisjonen;
54;34;528290;7780290;635;;L20;L2020;602;528735;7780260;;;-2.07;29.09.2020 00:00;04.05.2021 00:00;18.09.2021 00:00;Snødypet ble ikke målt i mai, derfor kun bn;
54;34;528290;7780290;635;;L20;L2089;640;528765;7780220;1.7;-3.52;-1.82;;24.05.1989 00:00;19.10.1989 00:00;;
54;34;528290;7780290;635;;L20;L2089;615;528900;7780200;;;-0.85;22.09.1992 00:00;15.05.1993 00:00;22.09.1993 00:00;;
54;34;528290;7780290;635;;L20;L2090;651;528690;7780240;2.52;-3.2;-0.68;19.10.1989 00:00;24.05.1990 00:00;05.09.1990 00:00;;
54;34;528290;7780290;635;;L20;L2091;690;528410;7780275;2.77;-2.57;0.2;05.09.1990 00:00;14.05.1991 00:00;04.10.1991 00:00;;
54;34;528290;7780290;635;;L20;L2091;679;528485;7780280;2.47;-2.69;-0.23;04.10.1991 00:00;03.06.1992 00:00;22.09.1992 00:00;;
54;34;528290;7780290;635;;L20;L2091;675;528535;7780285;;;-0.39;22.09.1992 00:00;15.05.1993 00:00;22.09.1993 00:00;;
54;34;528290;7780290;635;;L20;L2092;680;528480;7780280;2.49;-2.55;-0.06;04.10.1991 00:00;03.06.1992 00:00;22.09.1992 00:00;;
54;34;528290;7780290;635;;L20;L2092;675;528536;7780284;;;-0.02;22.09.1992 00:00;15.05.1993 00:00;22.09.1993 00:00;;
54;34;528290;7780290;635;;L20;L2096;675;528530;7780280;1.9;-1.99;-0.09;;24.05.1996 00:00;16.10.1996 00:00;;netto
54;34;528290;7780290;635;;L20;L2096;674;528550;7780290;2.74;-3.91;-1.17;16.10.1996 00:00;10.06.1997 00:00;02.10.1997 00:00;;
54;34;528290;7780290;635;;L20;L2098;677;528535;7780340;1.54;-3.7;-2.16;02.10.1997 00:00;03.06.1998 00:00;01.10.1998 00:00;bs er delvis estimert;
54;34;528290;7780290;635;;L20;L2098;681;528470;7780275;1.11;-3.94;-2.84;01.10.1998 00:00;25.05.1999 00:00;25.09.1999 00:00;;
54;34;528290;7780290;635;;L20;L2099;682;528460;7780280;2.17;-3.61;-1.44;25.09.1999 00:00;23.05.2000 00:00;11.10.2000 00:00;;
54;34;528290;7780290;635;;L20;L2099;671;528590;7780310;1.25;-3.86;-2.61;11.10.2000 00:00;06.06.2001 00:00;07.10.2001 00:00;;
54;34;528290;7780290;635;;L20;L2099;647;528590;7780310;2;-4.34;-2.34;07.10.2001 00:00;21.05.2002 00:00;12.10.2002 00:00;;
54;34;528290;7780290;635;;L20;L2099;642;528622;7780303;2.31;-3.75;-1.44;12.10.2002 00:00;24.05.2003 00:00;02.10.2003 00:00;;
54;34;528290;7780290;635;;L20;L2099;642;528626;7780305;1.48;-4.13;-2.66;02.10.2003 00:00;29.04.2004 00:00;04.10.2004 00:00;;
54;34;528290;7780290;635;;L20;L2099;641;528635;7780304;1.75;-3.64;-1.89;04.10.2004 00:00;26.05.2005 00:00;26.10.2005 00:00;;
54;34;528290;7780290;635;;L20;L2099;639;528641;7780302;1.26;-4.99;-3.74;26.10.2005 00:00;25.04.2006 00:00;06.10.2006 00:00;;
54;34;528290;7780290;635;;L20;L2099;640;528635;7780298;1.96;-3.72;-1.76;06.10.2006 00:00;22.05.2007 00:00;03.11.2007 00:00;;
54;34;528290;7780290;635;;L20;L2099;634;528674;7780293;1.46;-2.9;-1.44;03.11.2007 00:00;22.05.2008 00:00;16.10.2008 00:00;;
54;34;528290;7780290;635;;L20;L2099;633;528680;7780293;1.82;-3.89;-2.07;16.10.2008 00:00;07.05.2009 00:00;07.10.2009 00:00;;
54;34;528290;7780290;635;;L20;L2099;629;528702;7780281;1.76;-3.25;-1.49;07.10.2009 00:00;19.05.2010 00:00;23.09.2010 00:00;;
54;34;528290;7780290;635;;L20;L2099;630;528700;7780290;1.99;-4.47;-2.48;23.09.2010 00:00;11.05.2011 00:00;20.09.2011 00:00;;
54;34;528290;7780290;635;;L20;L2099;628;528710;7780280;1.14;-3.16;-2.03;20.09.2011 00:00;19.04.2012 00:00;25.09.2012 00:00;;
54;34;528040;7780370;730;;L25;L2503;726;528045;7780379;1.31;-3.43;-2.12;26.10.2005 00:00;25.04.2006 00:00;06.10.2006 00:00;;
54;34;528040;7780370;730;;L25;L2503;726;528044;7780378;2.07;-2.82;-0.75;06.10.2006 00:00;22.05.2007 00:00;03.11.2007 00:00;;
54;34;528040;7780370;730;;L25;L2503;724;528070;7780382;1.72;-2.22;-0.5;03.11.2007 00:00;22.05.2008 00:00;16.10.2008 00:00;;
54;34;528040;7780370;730;;L25;L2507;726;528043;7780375;1.68;-2.94;-1.26;16.10.2008 00:00;07.05.2009 00:00;07.10.2009 00:00;;
54;34;528040;7780370;730;;L25;L2507;724;528071;7780383;1.9;-2.44;-0.54;07.10.2009 00:00;19.05.2010 00:00;23.09.2010 00:00;;
54;34;528040;7780370;730;;L25;L2507;723;528080;7780390;2.1;-3.36;-1.26;23.09.2010 00:00;11.05.2011 00:00;20.09.2011 00:00;;
54;34;528040;7780370;730;;L25;L2507;722;528090;7780383;1.27;-2.2;-0.93;20.09.2011 00:00;19.04.2012 00:00;25.09.2012 00:00;;
54;34;528040;7780370;730;;L25;L2512;722;528095;7780380;1.88;-4.35;-2.48;25.09.2012 00:00;14.05.2013 00:00;07.11.2013 00:00;;
54;34;528040;7780370;730;;L25;L2513;705;528103;7780384;2;-3.44;-1.44;07.01.2013 00:00;09.05.2014 00:00;24.09.2014 00:00;Staken var skjev i mai. Sondert snødyp er derfor brukt.;
54;34;528040;7780370;730;;L25;L2513;705;528115;7780384;1.58;-2.57;-0.99;24.09.2014 00:00;08.05.2015 00:00;23.09.2015 00:00;;
54;34;528040;7780370;730;;L25;L2513;705;528115;7780384;1.67;-3.56;-1.89;23.09.2015 00:00;23.05.2016 00:00;22.09.2016 00:00;Basert på sondert snødyp;
54;34;528040;7780370;730;;L25;L2513;703;528132;7780384;1.76;-2.44;-0.68;22.09.2016 00:00;25.04.2017 00:00;29.09.2017 00:00;Basert på sondert snødyp;
54;34;528040;7780370;730;;L25;L2513;702;528138;7780385;1.55;-3.71;-2.16;29.09.2017 00:00;10.05.2018 00:00;12.10.2018 00:00;Basert på sondert snødyp;
54;34;528040;7780370;730;;L25;L2513;702;528138;7780385;2.17;-2.62;-0.45;12.10.2018 00:00;23.05.2019 00:00;27.09.2019 00:00;Basert på sondert snødyp;
