glacier_id;utm_zone;utm_east3;utm_north4;altitude5;location_description;location_id;stake_no;altitude;utm_east;utm_north;balance_winter;balance_summer;balance_netto;dt_prev_year_min_date;dt_curr_year_max_date;dt_curr_year_min_date;stake_remark;flag_correction
2078;32;324050;6851300;1085;;AA13;AA1305;1072;324048;6851267;4.26;-3.69;0.57;12.10.2006 00:00;03.05.2007 00:00;05.10.2007 00:00;Kombinasjon av 13-05 og 13-07;
2078;32;324050;6851300;1085;;AA13;AA1305;1069;324040;6851280;4.13;-4.46;-0.33;05.10.2007 00:00;21.04.2008 00:00;31.10.2008 00:00;Kombinasjon av 13-05 og 13-08;
2078;32;324050;6851300;1085;;AA13;AA1305;1065;324045;6851295;3.74;-4.37;-0.63;31.10.2008 00:00;29.04.2009 00:00;22.10.2009 00:00;Kombinasjon av 45-05 og 45-09;
2078;32;324050;6851300;1085;;AA13;AA1305;1064;324052;6851300;2.17;-4.69;-2.52;22.10.2009 00:00;07.05.2010 00:00;28.09.2010 00:00;bv er sondert snødyp;
2078;32;324050;6851300;1085;;AA13;AA1310;1067;323912;6851328;3.24;-5.22;-1.98;28.09.2010 00:00;27.04.2011 00:00;13.10.2011 00:00;bv beregnet vha. st. 13-11;
2078;32;324050;6851300;1085;;AA13;AA1310;1067;323915;6851333;;;0.14;13.10.2011 00:00;17.04.2012 00:00;16.10.2012 00:00;;
2078;32;324050;6851300;1085;;AA13;AA1310;1066;323917;6851333;2.61;-5.07;-2.46;16.10.2012 00:00;23.05.2013 00:00;25.09.2013 00:00;;
2078;32;324050;6851300;1085;;AA13;AA1310;1065;323918;6851340;3.81;-6.6;-2.79;25.09.2013 00:00;23.04.2014 00:00;15.10.2014 00:00;bv er på sondert snødyp;
2078;32;324050;6851300;1085;;AA13;AA1310;1065;323915;6851340;4.13;-3.65;0.48;15.10.2014 00:00;20.04.2015 00:00;16.10.2015 00:00;;
2078;32;324050;6851300;1085;;AA13;AA1311;1067;323910;6851330;3.27;-5.2;-1.94;28.09.2010 00:00;27.04.2011 00:00;13.11.2011 00:00;bv er sondert snødyp;
2078;32;324050;6851300;1085;;AA13;AA1315;1064;323910;6851335;3.99;-5.59;-1.6;16.10.2015 00:00;10.05.2016 00:00;05.10.2016 00:00;Kombinasjon av 13-15 og 13-16;
2078;32;324050;6851300;1085;;AA13;AA1316b;1070;323905;6851320;3.23;-5.3;-2.07;05.10.2016 00:00;10.05.2017 00:00;19.10.2017 00:00;kombinasjon av 13-16b og 13-17;
2078;32;324050;6851300;1085;;AA13;AA1316b;1068;323911;6851330;2.58;-5.46;-2.88;19.10.2017 00:00;15.05.2018 00:00;11.10.2018 00:00;kombinasjon av 13-16b og 13-18;
2078;32;324050;6851300;1085;;AA13;AA1316b;1068;323911;6851330;1.61;;;11.10.2018 00:00;20.05.2019 00:00;25.09.2019 00:00;Staken ble ikke vedlikeholdt og er nå avsluttet;
2078;32;324050;6851300;1085;;AA13;AA1364;1100;324034;6851211;2.68;-2.19;0.49;22.10.1963 00:00;27.04.1964 00:00;25.09.1964 00:00;Dette var stake nr. 67 i 1964.;
2078;32;324050;6851300;1085;;AA13;AA1365;1063;324085;6851366;3.5;-3.87;-0.37;25.09.1965 00:00;28.05.1965 00:00;22.10.1965 00:00;;
2078;32;324050;6851300;1085;;AA13;AA1365;1039;324011;6851495;1.96;-4.99;-3.03;22.10.1965 00:00;06.06.1966 00:00;18.11.1966 00:00;;
2078;32;324050;6851300;1085;;AA13;AA1365;1049;324038;6851439;3.91;-4.35;-0.44;10.12.1967 00:00;29.04.1968 00:00;01.10.1968 00:00;;
2078;32;324050;6851300;1085;;AA13;AA1365;1054;324037;6851418;2.79;-5.91;-3.12;01.10.1968 00:00;26.03.1969 00:00;02.10.1969 00:00;Snømålingene ble gjort 26.mars. Tilleggsakkumulasjon (0.65 m v.ekv.) fram til 25.mai er estimert på grunnlag av met.observasjoner og lagt.;
2078;32;324050;6851300;1085;;AA13;AA1365;1041;324074;6851469;2.74;-4.85;-2.11;02.10.1969 00:00;07.05.1970 00:00;11.10.1970 00:00;;
2078;32;324050;6851300;1085;;AA13;AA1365;1044;324027;6851466;3.72;-4.33;-0.61;11.10.1970 00:00;17.03.1971 00:00;24.11.1971 00:00;Snømålingene ble gjort 17.-18. mars og tilleggsakkumulasjonen fram til 21. mai er beregnet for tre ulike høydenivåer og lagt til. Tillegget varierer mellom 80 cm nederst til 95 cm på toppen av breen.;
2078;32;324050;6851300;1085;;AA13;AA1365;1044;324028;6851467;3.2;-4.58;-1.38;24.11.1971 00:00;15.04.1972 00:00;28.11.1972 00:00;;
2078;32;324050;6851300;1085;;AA13;AA1365;1041;324002;6851489;3.85;-3.28;0.57;28.11.1972 00:00;07.04.1973 00:00;20.11.1973 00:00;;
2078;32;324050;6851300;1085;;AA13;AA1365;1052;324004;6851437;3.26;-3.17;0.09;20.11.1973 00:00;07.03.1974 00:00;20.09.1974 00:00;;
2078;32;324050;6851300;1085;;AA13;AA1365;1051;324010;6851437;4.1;-3.82;0.28;09.10.1975 00:00;05.05.1976 00:00;15.10.1976 00:00;;
2078;32;324050;6851300;1085;;AA13;AA1365;1049;323968;6851459;2.41;-3.65;-1.24;15.10.1976 00:00;21.04.1977 00:00;30.10.1977 00:00;;
2078;32;324050;6851300;1085;;AA13;AA1365;1022;324025;6851512;3.49;-3.66;-0.17;10.10.1981 00:00;20.04.1982 00:00;07.10.1982 00:00;;
2078;32;324050;6851300;1085;;AA13;AA1378;1046;323972;6851428;2.3;-3.91;-1.61;30.10.1977 00:00;15.04.1978 00:00;12.10.1978 00:00;;
2078;32;324050;6851300;1085;;AA13;AA1379;1038;323946;6851474;3.46;-3.55;-0.09;12.10.1978 00:00;24.04.1979 00:00;22.10.1979 00:00;;
2078;32;324050;6851300;1085;;AA13;AA1380;1035;323994;6851465;2.42;-5.04;-2.62;22.10.1979 00:00;16.04.1980 00:00;06.12.1980 00:00;;
2078;32;324050;6851300;1085;;AA13;AA1381;1019;324019;6851527;3.94;-4.56;-0.62;06.12.1980 00:00;02.05.1981 00:00;10.10.1981 00:00;;
2078;32;324130;6851208;1098;;AA14;AA1465;1098;324130;6851208;3.65;-3.69;-0.04;25.09.1964 00:00;28.05.1965 00:00;22.10.1965 00:00;;
2078;32;324130;6851208;1098;;AA14;AA1465;1085;324104;6851260;2.3;-4.74;-2.44;22.10.1965 00:00;06.06.1966 00:00;18.11.1966 00:00;;
2078;32;324130;6851208;1098;;AA14;AA1465;1086;324033;6851266;4.5;-4.1;0.4;10.12.1967 00:00;29.04.1968 00:00;01.10.1968 00:00;;
2078;32;324130;6851208;1098;;AA14;AA1465;1088;324082;6851250;;-5.43;;01.10.1968 00:00;26.03.1969 00:00;02.10.1969 00:00;;
2078;32;324130;6851208;1098;;AA14;AA1465;1093;324079;6851231;2.9;-4.66;-1.76;02.10.1969 00:00;07.05.1970 00:00;11.10.1970 00:00;;
2078;32;324130;6851208;1098;;AA14;AA1465;1091;324040;6851243;4.11;-4.2;-0.09;11.10.1970 00:00;17.03.1971 00:00;24.11.1971 00:00;Snømålingene ble gjort 17.-18. mars og tilleggsakkumulasjonen fram til 21. mai er beregnet for tre ulike høydenivåer og lagt til. Tillegget varierer mellom 80 cm nederst til 95 cm på toppen av breen.;
2078;32;324130;6851208;1098;;AA14;AA1465;1090;324048;6851247;3.48;-4.04;-0.56;24.11.1971 00:00;15.04.1972 00:00;28.11.1972 00:00;;
2078;32;324130;6851208;1098;;AA14;AA1465;1090;324013;6851251;4.4;-3.11;1.29;28.11.1972 00:00;07.04.1973 00:00;20.11.1973 00:00;;
2078;32;324130;6851208;1098;;AA14;AA1465;1090;324088;6851241;3.31;-3.12;0.19;20.11.1973 00:00;07.03.1974 00:00;20.09.1974 00:00;;
2078;32;324130;6851208;1098;;AA14;AA1465;1096;323976;6851235;4.35;-3.58;0.77;09.10.1975 00:00;05.05.1976 00:00;15.10.1976 00:00;;
2078;32;324130;6851208;1098;;AA14;AA1467;1087;324083;6851257;4.88;-3.84;1.04;18.11.1966 00:00;29.04.1967 00:00;10.12.1967 00:00;;
2078;32;324130;6851208;1098;;AA14;AA1475;1090;324099;6851240;4.77;-4.55;0.22;20.09.1974 00:00;20.04.1975 00:00;09.10.1975 00:00;Bs (og dermed også Bn) er noe tvilsom.;
2078;32;324130;6851208;1098;;AA14;AA1476;1092;323958;6851254;2.66;-3.9;-1.24;15.10.1976 00:00;21.04.1977 00:00;30.11.1977 00:00;;
2078;32;324130;6851208;1098;;AA14;AA1479;1082;323988;6851269;3.3;-3.65;-0.35;12.10.1978 00:00;24.04.1979 00:00;22.10.1979 00:00;;
2078;32;324130;6851208;1098;;AA14;AA1481;1092;324071;6851212;4;-3.54;0.46;06.12.1980 00:00;02.05.1981 00:00;10.10.1981 00:00;;
2078;32;324130;6851208;1098;;AA14;AA1482;1091;324070;6851215;3.75;-3.12;0.63;10.10.1981 00:00;20.04.1982 00:00;07.10.1982 00:00;;
2078;32;324130;6851208;1098;;AA14;AA1483;1092;324073;6851210;4.92;-3.89;1.03;07.10.1982 00:00;27.04.1983 00:00;01.10.1983 00:00;;
2078;32;324130;6851208;1098;;AA14;AA1487;1089;324203;6851193;4.17;-2.95;1.22;22.11.1986 00:00;27.04.1987 00:00;08.01.1987 00:00;;
2078;32;324130;6851208;1098;;AA14;AA1488;1087;324231;6851198;3.17;-5.8;-2.63;08.10.1987 00:00;20.04.1988 00:00;21.10.1988 00:00;;
2078;32;324090;6851025;1143;;AA15;AA1516;1141;322865;6851710;3.44;-4.79;-1.35;05.10.2016 00:00;10.05.2017 00:00;19.10.2017 00:00;Annen lokalisering enn tidligere 15-stake. Kombinasjon av 15-16 og 15-17;
2078;32;324090;6851025;1143;;AA15;AA1516;1141;322868;6851710;2.66;-5.14;-2.48;19.10.2017 00:00;15.05.2018 00:00;11.10.2018 00:00;Brukt sondert snødyp. Kombinasjon av 15-16 og 15-18.;
2078;32;324090;6851025;1143;;AA15;AA1518;1141;322868;6851710;2.25;-5.99;-3.74;11.10.2018 00:00;20.05.2019 00:00;25.09.2019 00:00;;
2078;32;324090;6851025;1143;;AA15;AA1518;1141;322870;6851710;5.15;-4.43;0.72;25.09.2019 00:00;28.04.2020 00:00;06.10.2020 00:00;bv er sondert snødyp;
2078;32;324090;6851025;1143;;AA15;AA1518;1129;322870;6851710;3.09;-5.58;-2.49;06.10.2020 00:00;28.04.2021 00:00;13.11.2021 00:00;Kombinasjon av 15-18 og 15-21;
2078;32;324090;6851025;1143;;AA15;AA1565;1139;324010;6851064;4.99;-4.13;0.86;10.12.1967 00:00;29.04.1968 00:00;01.10.1968 00:00;;
2078;32;324090;6851025;1143;;AA15;AA1565;1137;324065;6851059;3.24;-4.34;-1.1;02.10.1969 00:00;07.05.1970 00:00;11.10.1970 00:00;;
2078;32;324090;6851025;1143;;AA15;AA1565;1141;324091;6851037;4.51;-3.56;0.95;11.10.1970 00:00;17.03.1971 00:00;24.11.1971 00:00;Snømålingene ble gjort 17.-18. mars og tilleggsakkumulasjonen fram til 21. mai er beregnet for tre ulike høydenivåer og lagt til. Tillegget varierer mellom 80 cm nederst til 95 cm på toppen av breen.;
2078;32;324090;6851025;1143;;AA15;AA1567;1143;324090;6851025;4.62;-3.52;1.1;18.11.1966 00:00;29.04.1967 00:00;10.12.1967 00:00;;
2078;32;324090;6851025;1143;;AA15;AA1573;1133;324036;6851080;5.14;-3.01;2.13;28.11.1972 00:00;07.04.1973 00:00;20.11.1973 00:00;;
2078;32;324090;6851025;1143;;AA15;AA1573;1118;324067;6851133;4.28;-3.18;1.1;20.11.1973 00:00;07.03.1974 00:00;20.09.1974 00:00;;
2078;32;324090;6851025;1143;;AA15;AA1576;1141;323925;6851076;4.63;-2.91;1.71;09.10.1975 00:00;05.05.1976 00:00;15.10.1976 00:00;;
2078;32;324090;6851025;1143;;AA15;AA1576;1139;323946;6851080;2.63;-3.5;-0.87;15.10.1976 00:00;21.04.1977 00:00;30.10.1977 00:00;;
2078;32;324090;6851025;1143;;AA15;AA1576;1133;324010;6851078;3.76;-3.21;0.55;10.10.1981 00:00;20.04.1982 00:00;07.10.1982 00:00;;
2078;32;324090;6851025;1143;;AA15;AA1578;1146;323977;6851032;2.84;-3.28;-0.44;30.10.1977 00:00;15.04.1978 00:00;12.10.1978 00:00;;
2078;32;324090;6851025;1143;;AA15;AA1579;1138;324001;6851058;3.64;-3.37;0.27;12.10.1978 00:00;24.04.1979 00:00;22.10.1979 00:00;;
2078;32;324090;6851025;1143;;AA15;AA1581;1144;324071;6851013;4.31;-3.74;0.57;06.12.1980 00:00;02.05.1981 00:00;10.10.1981 00:00;;
2078;32;324090;6851025;1143;;AA15;AA1583A;1177;323284;6851191;3.83;-3.75;0.08;07.10.1982 00:00;27.04.1983 00:00;01.10.1983 00:00;;
2078;32;324090;6851025;1143;;AA15;AA1583B;1149;323414;6851264;4.32;-3.67;0.65;07.10.1982 00:00;27.04.1983 00:00;01.10.1983 00:00;;
2078;32;324090;6851025;1143;;AA15;AA1584A;1180;323221;6851225;4.07;-2.81;1.26;01.10.1983 00:00;06.04.1984 00:00;26.10.1984 00:00;;
2078;32;324090;6851025;1143;;AA15;AA1584B;1168;323421;6851154;3.58;-2.75;0.83;01.10.1983 00:00;06.04.1984 00:00;26.10.1984 00:00;;
2078;32;324100;6850790;1190;;AA17;AA1765;1191;324097;6850791;2.67;-4.11;-1.44;22.10.1965 00:00;06.06.1966 00:00;18.11.1966 00:00;;
2078;32;324100;6850790;1190;;AA17;AA1765;1196;323927;6850867;4.9;-3.81;1.09;10.12.1967 00:00;29.04.1968 00:00;01.10.1968 00:00;;
2078;32;324100;6850790;1190;;AA17;AA1767;1192;324075;6850803;4.6;-3.2;1.4;18.11.1966 00:00;29.04.1967 00:00;10.12.1967 00:00;;
2078;32;324100;6850790;1190;;AA17;AA1768;1204;323975;6850806;2.82;-4.36;-1.54;02.10.1969 00:00;07.05.1970 00:00;11.10.1970 00:00;;
2078;32;324100;6850790;1190;;AA17;AA1768;1203;323990;6850801;4.03;-3.42;0.6;11.10.1970 00:00;17.03.1971 00:00;24.11.1971 00:00;Snømålingene ble gjort 17.-18. mars og tilleggsakkumulasjonen fram til 21. mai er beregnet for tre ulike høydenivåer og lagt til. Tillegget varierer mellom 80 cm nederst til 95 cm på toppen av breen.;
2078;32;324100;6850790;1190;;AA17;AA1773;1198;323982;6850834;4.93;-2.45;2.48;28.11.1972 00:00;07.04.1973 00:00;20.11.1973 00:00;;
2078;32;324100;6850790;1190;;AA17;AA1773;1181;324023;6850896;3.52;-2.7;0.82;20.11.1973 00:00;07.03.1974 00:00;20.09.1974 00:00;;
2078;32;324100;6850790;1190;;AA17;AA1776;1197;323977;6850846;4.44;-3.14;1.3;09.10.1975 00:00;05.05.1976 00:00;15.10.1976 00:00;;
2078;32;324100;6850790;1190;;AA17;AA1776;1226;323858;6850762;2.26;-2.58;-0.32;15.10.1976 00:00;21.04.1977 00:00;30.10.1977 00:00;;
2078;32;324100;6850790;1190;;AA17;AA1776;1195;323994;6850829;4.34;-3.55;0.79;06.12.1980 00:00;02.05.1981 00:00;10.10.1981 00:00;;
2078;32;324100;6850790;1190;;AA17;AA1779;1189;323963;6850878;3.3;-3.43;-0.13;12.10.1978 00:00;24.04.1979 00:00;22.10.1979 00:00;;
2078;32;323800;6850620;1263;;AA18;AA18;1240;323912;6850646;3.76;-3.47;0.29;10.10.1981 00:00;20.04.1982 00:00;07.10.1982 00:00;;
2078;32;323800;6850620;1263;;AA18;AA1868;1263;323755;6850598;;;1.55;10.12.1967 00:00;29.04.1968 00:00;01.10.1968 00:00;;
2078;32;323800;6850620;1263;;AA18;AA1868;1266;323765;6850579;;-4.55;;01.10.1968 00:00;26.03.1969 00:00;02.10.1969 00:00;;
2078;32;323800;6850620;1263;;AA18;AA1872;1261;323818;6850592;4.09;-3.74;0.35;24.11.1971 00:00;15.04.1972 00:00;28.11.1972 00:00;;
2078;32;323800;6850620;1263;;AA18;AA1872;1263;323830;6850579;4.79;-2.48;2.31;28.11.1972 00:00;07.04.1973 00:00;20.11.1973 00:00;;
2078;32;323800;6850620;1263;;AA18;AA1873;1266;323802;6850568;;-2.59;;20.11.1973 00:00;07.03.1974 00:00;20.09.1974 00:00;;
2078;32;323800;6850620;1263;;AA18;AA1876;1273;323828;6850512;4.04;-3.21;0.83;09.10.1975 00:00;05.05.1976 00:00;15.10.1976 00:00;;
2078;32;323800;6850620;1263;;AA18;AA1876;1270;323790;6850548;2.21;-2.43;-0.22;15.10.1976 00:00;21.04.1977 00:00;30.10.1977 00:00;;
2078;32;323800;6850620;1263;;AA18;AA1878;1259;323868;6850562;2.69;-3.07;-0.38;30.10.1977 00:00;15.04.1978 00:00;12.10.1978 00:00;;
2078;32;323800;6850620;1263;;AA18;AA1879;1253;323852;6850611;3.44;-3.29;0.15;12.10.1978 00:00;24.04.1979 00:00;22.10.1979 00:00;;
2078;32;323585;6850285;1308;;AA19;AA1965;1285;323830;6850404;2.6;-3.42;-0.82;22.10.1965 00:00;06.06.1966 00:00;18.11.1966 00:00;;
2078;32;323585;6850285;1308;;AA19;AA1967;1284;323826;6850421;4.65;-2.61;2.04;18.11.1966 00:00;29.04.1967 00:00;10.12.1967 00:00;;
2078;32;323585;6850285;1308;;AA19;AA1968;1308;323591;6850286;4.75;-3.12;1.63;10.12.1967 00:00;29.04.1968 00:00;01.10.1968 00:00;;
2078;32;323585;6850285;1308;;AA19;AA1968;1308;323614;6850276;2.27;-3.18;-0.91;02.10.1969 00:00;07.05.1970 00:00;11.10.1970 00:00;;
2078;32;323585;6850285;1308;;AA19;AA1968;1308;323607;6850267;4.05;-2.72;1.33;11.10.1970 00:00;17.03.1971 00:00;24.11.1971 00:00;Snømålingene ble gjort 17.-18. mars og tilleggsakkumulasjonen fram til 21. mai er beregnet for tre ulike høydenivåer og lagt til. Tillegget varierer mellom 80 cm nederst til 95 cm på toppen av breen.;
2078;32;323585;6850285;1308;;AA19;AA1968;1308;323618;6850272;3.58;-3.24;0.34;24.11.1971 00:00;15.04.1972 00:00;28.11.1972 00:00;;
2078;32;323585;6850285;1308;;AA19;AA1968;1308;323591;6850287;3.96;-3.3;0.66;20.09.1974 00:00;20.04.1975 00:00;09.10.1975 00:00;;
2078;32;323585;6850285;1308;;AA19;AA1972;1308;323585;6850277;4.61;-2.24;2.37;28.11.1972 00:00;07.04.1973 00:00;20.11.1973 00:00;;
2078;32;323585;6850285;1308;;AA19;AA1973;1310;323590;6850252;3.26;-1.94;1.32;20.11.1973 00:00;07.03.1974 00:00;20.09.1974 00:00;;
2078;32;323585;6850285;1308;;AA19;AA1976;1308;323588;6850284;4.52;-2.2;2.32;09.10.1975 00:00;05.05.1976 00:00;15.10.1976 00:00;;
2078;32;323585;6850285;1308;;AA19;AA1976;1307;323577;6850301;2.24;-2.49;-0.25;15.10.1976 00:00;21.04.1977 00:00;30.10.1977 00:00;;
2078;32;323585;6850285;1308;;AA19;AA1976;1292;323810;6850296;3.76;-3.3;0.46;10.10.1981 00:00;20.04.1982 00:00;07.10.1982 00:00;;
2078;32;323585;6850285;1308;;AA19;AA1979;1296;323691;6850341;3.08;-3.18;-0.1;12.10.1978 00:00;24.04.1979 00:00;22.10.1979 00:00;;
2078;32;323585;6850285;1308;;AA19;AA1979;1282;323755;6850449;4.13;-3.43;0.7;06.12.1980 00:00;02.05.1981 00:00;10.10.1981 00:00;;
2078;32;323585;6850285;1308;;AA19;AA1980;1301;323724;6850239;2.27;-2.1;0.17;22.10.1979 00:00;16.04.1980 00:00;06.12.1980 00:00;;
2078;32;323005;6850115;1333;;AA2;AA265;1333;323005;6850115;3.95;-2.38;1.57;25.09.1964 00:00;28.05.1965 00:00;22.10.1965 00:00;;
2078;32;322960;6850184;1335;;AA21;AA2863;1335;322960;6850184;2.65;-1.96;0.69;;23.05.1963 00:00;22.10.1963 00:00;I 1963 var stakeposisjon 21 og 28 helt lik.;
2078;32;322960;6850184;1335;;AA21;AA2965;1337;322937;6850129;3.95;-2.49;1.46;25.09.1964 00:00;28.05.1965 00:00;22.10.1965 00:00;I 1965 het staken 29.;
2078;32;322960;6850184;1335;;AA21;AA2967;1328;323024;6850270;4.55;-3.14;1.41;10.12.1967 00:00;29.04.1968 00:00;01.10.1968 00:00;I 1968 het staken 29.;
2078;32;322960;6850184;1335;;AA21;AA3965;1338;322887;6850225;2.68;-3.08;-0.4;22.10.1965 00:00;06.06.1966 00:00;18.11.1966 00:00;I 1966 het staken 39.;
2078;32;322960;6850184;1335;;AA21;AA3967;1338;322871;6850228;4.8;-2.27;2.53;18.11.1966 00:00;29.04.1967 00:00;10.12.1967 00:00;I 1967 het staken 39.;
2078;32;322960;6850184;1335;;AA21;AA3967;1331;323041;6850153;2.36;-2.96;-0.6;02.10.1969 00:00;07.05.1970 00:00;11.10.1970 00:00;I 1970 het staken 39.;
2078;32;322960;6850184;1335;;AA21;AA3967;1337;322938;6850086;4.3;-2.22;2.08;09.10.1975 00:00;05.05.1976 00:00;15.10.1976 00:00;I 1976 het staken 39-67/76;
2078;32;322960;6850184;1335;;AA21;AA3971;1333;322998;6850047;4.47;-2.9;1.57;24.11.1971 00:00;15.04.1972 00:00;28.11.1972 00:00;I 1972 het staken 39;
2078;32;322960;6850184;1335;;AA21;AA3973;1333;323005;6850127;5.08;-1.67;3.41;28.11.1972 00:00;07.04.1973 00:00;20.11.1973 00:00;I 1973 het staken 39;
2078;32;322960;6850184;1335;;AA21;AA3973;1339;322913;6850046;;-1.94;;20.11.1973 00:00;07.03.1974 00:00;20.09.1974 00:00;I 1974 het staken 39;
2078;32;322960;6850184;1335;;AA21;AA3978;1324;323120;6850112;2.39;-2.07;0.32;30.10.1977 00:00;15.04.1978 00:00;12.10.1978 00:00;I 1978 het staken 39-78;
2078;32;322960;6850184;1335;;AA21;AA3979;1335;322930;6850090;3.7;-2.45;1.25;12.10.1978 00:00;24.04.1979 00:00;22.10.1979 00:00;I 1979 het staken 39-79;
2078;32;322960;6850184;1335;;AA21;AA3979;1317;323296;6850175;3.76;-3.23;0.53;10.10.1981 00:00;20.04.1982 00:00;07.10.1982 00:00;I 1982 het staken 39-79;
2078;32;322960;6850184;1335;;AA21;AA3980;1336;322913;6850088;2.57;-1.9;0.67;22.10.1979 00:00;16.04.1980 00:00;06.12.1980 00:00;I 1980 het staken 39;
2078;32;322960;6850184;1335;;AA21;AA3981;1327;323066;6850079;4;-2.86;1.14;06.12.1980 00:00;02.05.1981 00:00;10.10.1981 00:00;I 1981 het staken 39-81;
2078;32;322960;6850184;1335;;AA21;AA3981;1317;323295;6850176;3.76;-3.03;0.73;10.10.1981 00:00;20.04.1982 00:00;07.10.1982 00:00;I 1982 het staken 39-81;
2078;32;323590;6851650;1050;;AA24;AA2465;1053;323591;6851655;1.9;-5.34;-3.44;22.10.1965 00:00;06.06.1966 00:00;18.11.1966 00:00;;
2078;32;323590;6851650;1050;;AA24;AA2465;1056;323570;6851657;3.9;-4.25;-0.35;10.12.1967 00:00;29.04.1968 00:00;01.10.1968 00:00;;
2078;32;323590;6851650;1050;;AA24;AA2465;1059;323565;6851649;;-6.22;;01.10.1968 00:00;26.03.1969 00:00;02.10.1969 00:00;;
2078;32;323590;6851650;1050;;AA24;AA2465;1046;323609;6851681;2.07;-5.07;-3;02.10.1969 00:00;07.05.1970 00:00;11.10.1970 00:00;;
2078;32;323590;6851650;1050;;AA24;AA2465;1046;323570;6851713;3.07;-4.78;-1.71;11.10.1970 00:00;17.03.1971 00:00;24.11.1971 00:00;Snømålingene ble gjort 17.-18. mars og tilleggsakkumulasjonen fram til 21. mai er beregnet for tre ulike høydenivåer og lagt til. Tillegget varierer mellom 80 cm nederst til 95 cm på toppen av breen.;
2078;32;323590;6851650;1050;;AA24;AA2465;1047;323558;6851712;2.62;-5.07;-2.45;24.11.1971 00:00;15.04.1972 00:00;28.11.1972 00:00;;
2078;32;323590;6851650;1050;;AA24;AA2467;1056;323583;6851646;3.52;-4.1;-0.58;18.11.1966 00:00;29.04.1967 00:00;10.12.1967 00:00;;
2078;32;323590;6851650;1050;;AA24;AA2472;1040;323634;6851692;4.82;-3.18;1.64;28.11.1972 00:00;07.04.1973 00:00;20.11.1973 00:00;;
2078;32;323590;6851650;1050;;AA24;AA2473;1042;323589;6851722;3.23;-3.64;-0.41;20.11.1973 00:00;07.03.1974 00:00;20.09.1974 00:00;;
2078;32;323590;6851650;1050;;AA24;AA2473;1043;323617;6851690;3.48;-3.8;-0.32;20.09.1974 00:00;20.04.1975 00:00;09.10.1975 00:00;;
2078;32;323590;6851650;1050;;AA24;AA2476;1077;323569;6851548;2.31;-3.22;-0.91;15.10.1976 00:00;21.04.1977 00:00;30.10.1977 00:00;;
2078;32;323590;6851650;1050;;AA24;AA2476;1047;323640;6851639;2.51;-4.77;-2.26;12.10.1978 00:00;24.04.1979 00:00;22.10.1979 00:00;;
2078;32;323590;6851650;1050;;AA24;AA2480;1048;323607;6851664;2.06;-4.92;-2.86;22.10.1979 00:00;16.04.1980 00:00;06.12.1980 00:00;;
2078;32;323590;6851650;1050;;AA24;AA2481;1046;323625;6851662;3.07;-5.44;-2.37;06.12.1980 00:00;02.05.1981 00:00;10.10.1981 00:00;;
2078;32;323590;6851650;1050;;AA24;AA2481;1044;323588;6851692;1.66;-3.59;-1.93;10.10.1981 00:00;20.04.1982 00:00;07.10.1982 00:00;;
2078;32;323590;6851650;1050;;AA24;AA2496;1050;;;1.68;-5.2;-3.52;04.01.1995 00:00;01.05.1996 00:00;23.09.1996 00:00;;
2078;32;323400;6851350;1150;;AA26;AA2600;1140;323350;6851420;1.2;;;08.11.2000 00:00;28.04.2001 00:00;18.10.2001 00:00;;
2078;32;323400;6851350;1150;;AA26;AA2665;1163;323362;6851231;3.82;-2.72;1.1;25.09.1964 00:00;28.05.1965 00:00;22.10.1965 00:00;;
2078;32;323400;6851350;1150;;AA26;AA2665;1162;323329;6851258;2.12;-4.29;-2.17;22.10.1965 00:00;06.06.1966 00:00;18.11.1966 00:00;;
2078;32;323400;6851350;1150;;AA26;AA2665;1170;323339;6851207;2.38;-4.15;-1.77;02.10.1969 00:00;07.05.1970 00:00;11.10.1970 00:00;;
2078;32;323400;6851350;1150;;AA26;AA2665;1170;323398;6851167;3.18;-4.32;-1.14;24.11.1971 00:00;15.04.1972 00:00;28.11.1972 00:00;;
2078;32;323400;6851350;1150;;AA26;AA2665;1153;323294;6851328;4.17;-2.64;1.53;28.11.1972 00:00;07.04.1973 00:00;20.11.1973 00:00;;
2078;32;323400;6851350;1150;;AA26;AA2665;1142;323414;6851317;3.28;-3.17;0.11;20.11.1973 00:00;07.03.1974 00:00;20.09.1974 00:00;;
2078;32;323400;6851350;1150;;AA26;AA2665;1139;323387;6851347;4.2;-3.7;0.5;20.09.1974 00:00;20.04.1975 00:00;09.10.1975 00:00;;
2078;32;323400;6851350;1150;;AA26;AA2667;1161;323329;6851265;4.43;-3.54;0.89;18.11.1966 00:00;29.04.1967 00:00;10.12.1967 00:00;;
2078;32;323400;6851350;1150;;AA26;AA2667;1185;323253;6851184;5.24;-3.84;1.4;10.12.1967 00:00;29.04.1968 00:00;01.10.1968 00:00;;
2078;32;323400;6851350;1150;;AA26;AA2667;1183;323252;6851196;2.64;-5.1;-2.46;01.10.1968 00:00;26.03.1969 00:00;02.10.1969 00:00;Snømålingene ble gjort 26.mars. Tilleggsakkumulasjon (0.65 m v.ekv.) fram til 25.mai er estimert på grunnlag av met.observasjoner og lagt.;
2078;32;323400;6851350;1150;;AA26;AA2673;1124;323360;6851440;3.49;-3.64;-0.15;10.10.1981 00:00;20.04.1982 00:00;07.10.1982 00:00;;
