RGIID,GLIMSID,BREID,utm_zone,utm_east_approx,utm_north_approx,altitude_approx,location_description,location_id,stake_no,altitude,utm_east,utm_north,balance_winter,balance_summer,balance_netto,dt_prev_year_min_date,dt_curr_year_max_date,dt_curr_year_min_date,stake_remark,flag_correction,approx_loc,approx_altitude,diff_north,diff_east,diff_altitude,diff_netto
RGI60-08.01258,G021737E70130N,54,34,529400.0,7780050.0,500.0,Nederst på bretunga,L10,L1012,471.0,529480.0,7780100.0,1.32,-6.24,-4.92,25.09.2012 00:00,14.05.2013 00:00,07.11.2013 00:00,,netto,N,N,50.0,80.0,-29.0,0.0
RGI60-08.01258,G021737E70130N,54,34,529400.0,7780050.0,500.0,Nederst på bretunga,L10,L1013,439.0,529453.0,7780088.0,1.68,-4.35,-2.67,07.11.2013 00:00,09.05.2014 00:00,24.09.2014 00:00,,,N,N,38.0,53.0,-61.0,0.0
RGI60-08.01258,G021737E70130N,54,34,529400.0,7780050.0,500.0,Nederst på bretunga,L10,L1013,444.0,529438.0,7780082.0,0.76,-4.17,-3.41,24.09.2014 00:00,08.05.2015 00:00,23.09.2015 00:00,,,N,N,32.0,38.0,-56.0,0.0
RGI60-08.01258,G021737E70130N,54,34,529400.0,7780050.0,500.0,Nederst på bretunga,L10,L1013,444.0,529438.0,7780082.0,0.78,-4.37,-3.59,23.09.2015 00:00,23.05.2016 00:00,22.09.2016 00:00,Snødyp ut fra stakemålingene (0.65 m) virker ikke pålitelig. Bruker derfor sondert snødyp.,netto,N,N,32.0,38.0,-56.0,0.0
RGI60-08.01258,G021737E70130N,54,34,529400.0,7780050.0,500.0,Nederst på bretunga,L10,L1016,468.0,529348.0,7780059.0,1.59,-4.05,-2.46,22.09.2016 00:00,25.04.2017 00:00,29.09.2017 00:00,Sondert snødyp.,,N,N,9.0,-52.0,-32.0,0.0
RGI60-08.01258,G021737E70130N,54,34,529400.0,7780050.0,500.0,Nederst på bretunga,L10,L1016,475.0,529320.0,7780052.0,0.95,-5.31,-4.37,29.09.2017 00:00,10.05.2018 00:00,12.10.2018 00:00,"Staken var smeltet ut i oktober, og stakelengden den 12/10 er derfor estimert.",,N,N,2.0,-80.0,-25.0,-0.0100000000000006
RGI60-08.01258,G021737E70130N,54,34,529400.0,7780050.0,500.0,Nederst på bretunga,L10,L1019,412.0,529585.0,7780130.0,1.25,-4.72,-3.47,12.10.2018 00:00,23.05.2019 00:00,27.09.2019 00:00,Stakeposisjonen er flyttet 275 m nedover breen.,,N,N,80.0,185.0,-88.0,-4.440892098500626e-16
RGI60-08.01258,G021737E70130N,54,34,529400.0,7780050.0,500.0,Nederst på bretunga,L10,L1019,412.0,529580.0,7780125.0,1.8,-5.53,-3.74,27.09.2019 00:00,26.05.2020 00:00,29.09.2020 00:00,"Sondert snødyp. Staken var utsmeltet i august, estimerte stakehøyden.",,N,N,75.0,180.0,-88.0,-0.0099999999999997
RGI60-08.01258,G021737E70130N,54,34,529400.0,7780050.0,500.0,Nederst på bretunga,L10,L1020,413.0,529580.0,7780120.0,1.05,-4.38,-3.33,29.09.2020 00:00,04.05.2021 00:00,18.09.2021 00:00,"Sondert snødyp. Staken var utsmeltet i august, stakelengde 18/9 ble estimert.",,N,N,70.0,180.0,-87.0,0.0
RGI60-08.01258,G021737E70130N,54,34,529400.0,7780050.0,500.0,Nederst på bretunga,L10,L1089,400.0,530060.0,7780060.0,1.0,,,,24.05.1989 00:00,,,,N,N,10.0,660.0,-100.0,
RGI60-08.01258,G021737E70130N,54,34,529400.0,7780050.0,500.0,Nederst på bretunga,L10,L1089,400.0,530060.0,7780055.0,1.24,-3.98,-2.75,05.09.1990 00:00,14.05.1991 00:00,04.10.1991 00:00,,,N,N,5.0,660.0,-100.0,-0.0099999999999997
RGI60-08.01258,G021737E70130N,54,34,529400.0,7780050.0,500.0,Nederst på bretunga,L10,L1089,400.0,530065.0,7780060.0,0.9,-4.18,-3.29,04.10.1991 00:00,03.06.1992 00:00,22.09.1992 00:00,,,N,N,10.0,665.0,-100.0,-0.0100000000000002
RGI60-08.01258,G021737E70130N,54,34,529400.0,7780050.0,500.0,Nederst på bretunga,L10,L1089,390.0,530125.0,7780100.0,,,-2.39,22.09.1992 00:00,15.05.1993 00:00,22.09.1993 00:00,,,N,N,50.0,725.0,-110.0,
RGI60-08.01258,G021737E70130N,54,34,529400.0,7780050.0,500.0,Nederst på bretunga,L10,L1090,422.0,529960.0,7780085.0,1.55,-4.48,-2.93,19.10.1989 00:00,24.05.1990 00:00,05.09.1990 00:00,,,N,N,35.0,560.0,-78.0,4.440892098500626e-16
RGI60-08.01258,G021737E70130N,54,34,529400.0,7780050.0,500.0,Nederst på bretunga,L10,L1096,470.0,529705.0,7780170.0,1.51,-4.58,-3.07,,24.05.1996 00:00,16.10.1996 00:00,bs er estimert,,N,N,120.0,305.0,-30.0,4.440892098500626e-16
RGI60-08.01258,G021737E70130N,54,34,529400.0,7780050.0,500.0,Nederst på bretunga,L10,L1097,480.0,529630.0,7780160.0,1.7,-4.55,-2.85,16.10.1996 00:00,10.06.1997 00:00,02.10.1997 00:00,,,N,N,110.0,230.0,-20.0,-4.440892098500626e-16
RGI60-08.01258,G021737E70130N,54,34,529400.0,7780050.0,500.0,Nederst på bretunga,L10,L1097,470.0,529665.0,7780105.0,1.06,-4.48,-3.42,02.10.1997 00:00,03.06.1998 00:00,01.10.1998 00:00,,,N,N,55.0,265.0,-30.0,4.440892098500626e-16
RGI60-08.01258,G021737E70130N,54,34,529400.0,7780050.0,500.0,Nederst på bretunga,L10,L1097,449.0,529825.0,7780110.0,0.65,-4.61,-3.96,01.10.1998 00:00,25.05.1999 00:00,25.09.1999 00:00,,,N,N,60.0,425.0,-51.0,4.440892098500626e-16
RGI60-08.01258,G021737E70130N,54,34,529400.0,7780050.0,500.0,Nederst på bretunga,L10,L1097,449.0,529825.0,7780110.0,1.77,-4.33,-2.57,25.09.1999 00:00,23.05.2000 00:00,11.10.2000 00:00,Avvik mellom stakemålt og sondert snødyp skyldes 15 cm smelting etter min.mål. høsten 1999.,,N,N,60.0,425.0,-51.0,-0.0099999999999997
RGI60-08.01258,G021737E70130N,54,34,529400.0,7780050.0,500.0,Nederst på bretunga,L10,L1097,479.0,529640.0,7780095.0,0.88,-4.57,-3.69,11.10.2000 00:00,06.06.2001 00:00,07.10.2001 00:00,,,N,N,45.0,240.0,-21.0,4.440892098500626e-16
RGI60-08.01258,G021737E70130N,54,34,529400.0,7780050.0,500.0,Nederst på bretunga,L10,L1097,406.0,529825.0,7780100.0,1.18,-4.69,-3.51,07.10.2001 00:00,21.05.2002 00:00,12.10.2002 00:00,,,N,N,50.0,425.0,-94.0,8.881784197001252e-16
RGI60-08.01258,G021737E70130N,54,34,529400.0,7780050.0,500.0,Nederst på bretunga,L10,L1097,457.0,529562.0,7780100.0,1.75,-4.41,-2.66,12.10.2002 00:00,24.05.2003 00:00,02.10.2003 00:00,,,N,N,50.0,162.0,-43.0,0.0
RGI60-08.01258,G021737E70130N,54,34,529400.0,7780050.0,500.0,Nederst på bretunga,L10,L1097,482.0,529422.0,7780077.0,0.9,-5.13,-4.23,02.10.2003 00:00,29.04.2004 00:00,04.10.2004 00:00,,,N,N,27.0,22.0,-18.0,-8.881784197001252e-16
RGI60-08.01258,G021737E70130N,54,34,529400.0,7780050.0,500.0,Nederst på bretunga,L10,L1097,476.0,529450.0,7780089.0,0.82,-5.14,-4.32,04.10.2004 00:00,26.05.2005 00:00,26.10.2005 00:00,,,N,N,39.0,50.0,-24.0,-8.881784197001252e-16
RGI60-08.01258,G021737E70130N,54,34,529400.0,7780050.0,500.0,Nederst på bretunga,L10,L1097,473.0,529462.0,7780102.0,0.77,-5.09,-4.32,26.10.2005 00:00,25.04.2006 00:00,06.10.2006 00:00,,,N,N,52.0,62.0,-27.0,0.0
RGI60-08.01258,G021737E70130N,54,34,529400.0,7780050.0,500.0,Nederst på bretunga,L10,L1097,474.0,529459.0,7780097.0,1.06,-4.53,-3.47,06.10.2006 00:00,22.05.2007 00:00,03.11.2007 00:00,,,N,N,47.0,59.0,-26.0,0.0
RGI60-08.01258,G021737E70130N,54,34,529400.0,7780050.0,500.0,Nederst på bretunga,L10,L1097,470.0,529482.0,7780104.0,0.86,-3.25,-2.39,03.11.2007 00:00,22.05.2008 00:00,16.10.2008 00:00,,,N,N,54.0,82.0,-30.0,0.0
RGI60-08.01258,G021737E70130N,54,34,529400.0,7780050.0,500.0,Nederst på bretunga,L10,L1097,500.0,529354.0,7780046.0,1.24,-4.75,-3.51,16.10.2008 00:00,07.05.2009 00:00,07.10.2009 00:00,,,N,N,-4.0,-46.0,0.0,0.0
RGI60-08.01258,G021737E70130N,54,34,529400.0,7780050.0,500.0,Nederst på bretunga,L10,L1097,468.0,529490.0,7780110.0,1.1,-3.66,-2.57,07.10.2009 00:00,19.05.2010 00:00,23.09.2010 00:00,,,N,N,60.0,90.0,-32.0,-0.0099999999999997
RGI60-08.01258,G021737E70130N,54,34,529400.0,7780050.0,500.0,Nederst på bretunga,L10,L1097,468.0,529488.0,7780116.0,1.59,-4.87,-3.29,23.09.2010 00:00,11.05.2011 00:00,20.09.2011 00:00,,,N,N,66.0,88.0,-32.0,-0.0099999999999997
RGI60-08.01258,G021737E70130N,54,34,529400.0,7780050.0,500.0,Nederst på bretunga,L10,L1097,467.0,529498.0,7780113.0,0.6,-3.3,-2.7,20.09.2011 00:00,19.04.2012 00:00,25.09.2012 00:00,"Sondering viste 2,25 m snødyp mot staken 1,85 m. Kan bety at det var 40 cm smelting etter minimumsmåling den 20. september 2011.",,N,N,63.0,98.0,-33.0,-4.440892098500626e-16
RGI60-08.01258,G021737E70130N,54,34,529120.0,7780000.0,470.0,,L15,L1510,539.0,529130.0,7780005.0,1.87,-4.03,-2.16,23.09.2010 00:00,11.05.2011 00:00,20.09.2011 00:00,,,N,N,5.0,10.0,69.0,0.0
RGI60-08.01258,G021737E70130N,54,34,529120.0,7780000.0,470.0,,L15,L1510,537.0,529141.0,7779999.0,0.78,-3.12,-2.34,20.09.2011 00:00,19.04.2012 00:00,25.09.2012 00:00,"Sondering viste bare 0,36 m w.e. (1,25 m snødyp)",,N,N,-1.0,21.0,67.0,0.0
RGI60-08.01258,G021737E70130N,54,34,529120.0,7780000.0,470.0,,L15,L1512,540.0,529105.0,7780020.0,2.02,-5.85,-3.83,25.09.2012 00:00,14.05.2013 00:00,07.11.2013 00:00,,,N,N,20.0,-15.0,70.0,-4.440892098500626e-16
RGI60-08.01258,G021737E70130N,54,34,529120.0,7780000.0,470.0,,L15,L1513,516.0,529106.0,7780010.0,1.75,-3.93,-2.18,07.11.2013 00:00,09.05.2014 00:00,24.09.2014 00:00,Staken var skjev i mai. Sondert snødyp er derfor brukt.,,N,N,10.0,-14.0,46.0,0.0
RGI60-08.01258,G021737E70130N,54,34,529120.0,7780000.0,470.0,,L15,L1513,514.0,529118.0,7780016.0,1.14,-3.21,-2.07,24.09.2014 00:00,08.05.2015 00:00,23.09.2015 00:00,,,N,N,16.0,-2.0,44.0,4.440892098500626e-16
RGI60-08.01258,G021737E70130N,54,34,529120.0,7780000.0,470.0,,L15,L1513,514.0,529118.0,7780016.0,1.42,-3.99,-2.57,23.09.2015 00:00,23.05.2016 00:00,22.09.2016 00:00,,,N,N,16.0,-2.0,44.0,4.440892098500626e-16
RGI60-08.01258,G021737E70130N,54,34,529120.0,7780000.0,470.0,,L15,L1513,514.0,529121.0,7780009.0,1.52,-3.22,-1.7,22.09.2016 00:00,25.04.2017 00:00,29.09.2017 00:00,Sondert snødyp.,,N,N,9.0,1.0,44.0,2.220446049250313e-16
RGI60-08.01258,G021737E70130N,54,34,529120.0,7780000.0,470.0,,L15,L1513,514.0,529125.0,7780010.0,1.27,-5.09,-3.83,29.09.2017 00:00,10.05.2018 00:00,12.10.2018 00:00,Sondert snødyp.,,N,N,10.0,5.0,44.0,-0.0100000000000002
RGI60-08.01258,G021737E70130N,54,34,529120.0,7780000.0,470.0,,L15,L1513,513.0,529128.0,7780012.0,1.72,-3.02,-1.31,12.10.2018 00:00,23.05.2019 00:00,27.09.2019 00:00,Sondert snødyp.,,N,N,12.0,8.0,43.0,-0.01
RGI60-08.01258,G021737E70130N,54,34,529120.0,7780000.0,470.0,,L15,L1513,512.0,529138.0,7780012.0,2.45,-3.39,-0.95,27.09.2019 00:00,26.05.2020 00:00,29.09.2020 00:00,Sondert snødyp,,N,N,12.0,18.0,42.0,-0.01
RGI60-08.01258,G021737E70130N,54,34,529120.0,7780000.0,470.0,,L15,L1520,529.0,529010.0,7780025.0,2.59,-3.54,-0.95,29.09.2020 00:00,04.05.2021 00:00,18.09.2021 00:00,"Sondert snødyp, skredmasser på målestedet",,N,N,25.0,-110.0,59.0,2.220446049250313e-16
RGI60-08.01258,G021737E70130N,54,34,528290.0,7780290.0,635.0,,L20,L2012,629.0,528710.0,7780020.0,1.96,-5.52,-3.56,25.09.2012 00:00,14.05.2013 00:00,07.11.2013 00:00,,,N,N,-270.0,420.0,-6.0,-4.440892098500626e-16
RGI60-08.01258,G021737E70130N,54,34,528290.0,7780290.0,635.0,,L20,L2013,606.0,528713.0,7780280.0,2.05,-4.31,-2.26,07.11.2013 00:00,09.05.2014 00:00,24.09.2014 00:00,Staken var svært skjev i mai. Sondert snødyp er derfor brukt.,,N,N,-10.0,423.0,-29.0,0.0
RGI60-08.01258,G021737E70130N,54,34,528290.0,7780290.0,635.0,,L20,L2013,605.0,528721.0,7780281.0,1.91,-3.91,-2.0,24.09.2014 00:00,08.05.2015 00:00,23.09.2015 00:00,bv er basert på sondering i posisjonen,,N,N,-9.0,431.0,-30.0,0.0
RGI60-08.01258,G021737E70130N,54,34,528290.0,7780290.0,635.0,,L20,L2013,605.0,528721.0,7780281.0,1.22,-4.24,-3.02,23.09.2015 00:00,23.05.2016 00:00,22.09.2016 00:00,,,N,N,-9.0,431.0,-30.0,4.440892098500626e-16
RGI60-08.01258,G021737E70130N,54,34,528290.0,7780290.0,635.0,,L20,L2013,602.0,528735.0,7780273.0,1.82,-3.49,-1.67,22.09.2016 00:00,25.04.2017 00:00,29.09.2017 00:00,bv er basert på sondering i posisjonen,,N,N,-17.0,445.0,-33.0,2.220446049250313e-16
RGI60-08.01258,G021737E70130N,54,34,528290.0,7780290.0,635.0,,L20,L2013,601.0,528745.0,7780270.0,1.32,-4.74,-3.42,29.09.2017 00:00,10.05.2018 00:00,12.10.2018 00:00,Staken var smeltet ut i august. Stakelengden i august er derfor estimert.,,N,N,-20.0,455.0,-34.0,0.0
RGI60-08.01258,G021737E70130N,54,34,528290.0,7780290.0,635.0,,L20,L2013,600.0,528750.0,7780275.0,2.11,-3.24,-1.13,12.10.2018 00:00,23.05.2019 00:00,27.09.2019 00:00,bv er basert på sondering i posisjonen,,N,N,-15.0,460.0,-35.0,4.440892098500626e-16
RGI60-08.01258,G021737E70130N,54,34,528290.0,7780290.0,635.0,,L20,L2013,599.0,528758.0,7780273.0,2.19,-3.14,-0.95,27.09.2019 00:00,26.05.2020 00:00,29.09.2020 00:00,bv er basert på sondering i posisjonen,,N,N,-17.0,468.0,-36.0,2.220446049250313e-16
RGI60-08.01258,G021737E70130N,54,34,528290.0,7780290.0,635.0,,L20,L2020,602.0,528735.0,7780260.0,,,-2.07,29.09.2020 00:00,04.05.2021 00:00,18.09.2021 00:00,"Snødypet ble ikke målt i mai, derfor kun bn",,N,N,-30.0,445.0,-33.0,
RGI60-08.01258,G021737E70130N,54,34,528290.0,7780290.0,635.0,,L20,L2089,640.0,528765.0,7780220.0,1.7,-3.52,-1.82,,24.05.1989 00:00,19.10.1989 00:00,,,N,N,-70.0,475.0,5.0,0.0
RGI60-08.01258,G021737E70130N,54,34,528290.0,7780290.0,635.0,,L20,L2089,615.0,528900.0,7780200.0,,,-0.85,22.09.1992 00:00,15.05.1993 00:00,22.09.1993 00:00,,,N,N,-90.0,610.0,-20.0,
RGI60-08.01258,G021737E70130N,54,34,528290.0,7780290.0,635.0,,L20,L2090,651.0,528690.0,7780240.0,2.52,-3.2,-0.68,19.10.1989 00:00,24.05.1990 00:00,05.09.1990 00:00,,,N,N,-50.0,400.0,16.0,1.1102230246251563e-16
RGI60-08.01258,G021737E70130N,54,34,528290.0,7780290.0,635.0,,L20,L2091,690.0,528410.0,7780275.0,2.77,-2.57,0.2,05.09.1990 00:00,14.05.1991 00:00,04.10.1991 00:00,,,N,N,-15.0,120.0,55.0,-1.6653345369377348e-16
RGI60-08.01258,G021737E70130N,54,34,528290.0,7780290.0,635.0,,L20,L2091,679.0,528485.0,7780280.0,2.47,-2.69,-0.23,04.10.1991 00:00,03.06.1992 00:00,22.09.1992 00:00,,,N,N,-10.0,195.0,44.0,-0.0100000000000002
RGI60-08.01258,G021737E70130N,54,34,528290.0,7780290.0,635.0,,L20,L2091,675.0,528535.0,7780285.0,,,-0.39,22.09.1992 00:00,15.05.1993 00:00,22.09.1993 00:00,,,N,N,-5.0,245.0,40.0,
RGI60-08.01258,G021737E70130N,54,34,528290.0,7780290.0,635.0,,L20,L2092,680.0,528480.0,7780280.0,2.49,-2.55,-0.06,04.10.1991 00:00,03.06.1992 00:00,22.09.1992 00:00,,,N,N,-10.0,190.0,45.0,-3.8857805861880484e-16
RGI60-08.01258,G021737E70130N,54,34,528290.0,7780290.0,635.0,,L20,L2092,675.0,528536.0,7780284.0,,,-0.02,22.09.1992 00:00,15.05.1993 00:00,22.09.1993 00:00,,,N,N,-6.0,246.0,40.0,
RGI60-08.01258,G021737E70130N,54,34,528290.0,7780290.0,635.0,,L20,L2096,675.0,528530.0,7780280.0,1.9,-1.99,-0.09,,24.05.1996 00:00,16.10.1996 00:00,,netto,N,N,-10.0,240.0,40.0,8.326672684688674e-17
RGI60-08.01258,G021737E70130N,54,34,528290.0,7780290.0,635.0,,L20,L2096,674.0,528550.0,7780290.0,2.74,-3.91,-1.17,16.10.1996 00:00,10.06.1997 00:00,02.10.1997 00:00,,,N,N,0.0,260.0,39.0,0.0
RGI60-08.01258,G021737E70130N,54,34,528290.0,7780290.0,635.0,,L20,L2098,677.0,528535.0,7780340.0,1.54,-3.7,-2.16,02.10.1997 00:00,03.06.1998 00:00,01.10.1998 00:00,bs er delvis estimert,,N,N,50.0,245.0,42.0,0.0
RGI60-08.01258,G021737E70130N,54,34,528290.0,7780290.0,635.0,,L20,L2098,681.0,528470.0,7780275.0,1.11,-3.94,-2.84,01.10.1998 00:00,25.05.1999 00:00,25.09.1999 00:00,,,N,N,-15.0,180.0,46.0,-0.0099999999999997
RGI60-08.01258,G021737E70130N,54,34,528290.0,7780290.0,635.0,,L20,L2099,682.0,528460.0,7780280.0,2.17,-3.61,-1.44,25.09.1999 00:00,23.05.2000 00:00,11.10.2000 00:00,,,N,N,-10.0,170.0,47.0,0.0
RGI60-08.01258,G021737E70130N,54,34,528290.0,7780290.0,635.0,,L20,L2099,671.0,528590.0,7780310.0,1.25,-3.86,-2.61,11.10.2000 00:00,06.06.2001 00:00,07.10.2001 00:00,,,N,N,20.0,300.0,36.0,0.0
RGI60-08.01258,G021737E70130N,54,34,528290.0,7780290.0,635.0,,L20,L2099,647.0,528590.0,7780310.0,2.0,-4.34,-2.34,07.10.2001 00:00,21.05.2002 00:00,12.10.2002 00:00,,,N,N,20.0,300.0,12.0,0.0
RGI60-08.01258,G021737E70130N,54,34,528290.0,7780290.0,635.0,,L20,L2099,642.0,528622.0,7780303.0,2.31,-3.75,-1.44,12.10.2002 00:00,24.05.2003 00:00,02.10.2003 00:00,,,N,N,13.0,332.0,7.0,0.0
RGI60-08.01258,G021737E70130N,54,34,528290.0,7780290.0,635.0,,L20,L2099,642.0,528626.0,7780305.0,1.48,-4.13,-2.66,02.10.2003 00:00,29.04.2004 00:00,04.10.2004 00:00,,,N,N,15.0,336.0,7.0,-0.0100000000000002
RGI60-08.01258,G021737E70130N,54,34,528290.0,7780290.0,635.0,,L20,L2099,641.0,528635.0,7780304.0,1.75,-3.64,-1.89,04.10.2004 00:00,26.05.2005 00:00,26.10.2005 00:00,,,N,N,14.0,345.0,6.0,2.220446049250313e-16
RGI60-08.01258,G021737E70130N,54,34,528290.0,7780290.0,635.0,,L20,L2099,639.0,528641.0,7780302.0,1.26,-4.99,-3.74,26.10.2005 00:00,25.04.2006 00:00,06.10.2006 00:00,,,N,N,12.0,351.0,4.0,-0.0099999999999997
RGI60-08.01258,G021737E70130N,54,34,528290.0,7780290.0,635.0,,L20,L2099,640.0,528635.0,7780298.0,1.96,-3.72,-1.76,06.10.2006 00:00,22.05.2007 00:00,03.11.2007 00:00,,,N,N,8.0,345.0,5.0,2.220446049250313e-16
RGI60-08.01258,G021737E70130N,54,34,528290.0,7780290.0,635.0,,L20,L2099,634.0,528674.0,7780293.0,1.46,-2.9,-1.44,03.11.2007 00:00,22.05.2008 00:00,16.10.2008 00:00,,,N,N,3.0,384.0,-1.0,0.0
RGI60-08.01258,G021737E70130N,54,34,528290.0,7780290.0,635.0,,L20,L2099,633.0,528680.0,7780293.0,1.82,-3.89,-2.07,16.10.2008 00:00,07.05.2009 00:00,07.10.2009 00:00,,,N,N,3.0,390.0,-2.0,4.440892098500626e-16
RGI60-08.01258,G021737E70130N,54,34,528290.0,7780290.0,635.0,,L20,L2099,629.0,528702.0,7780281.0,1.76,-3.25,-1.49,07.10.2009 00:00,19.05.2010 00:00,23.09.2010 00:00,,,N,N,-9.0,412.0,-6.0,0.0
RGI60-08.01258,G021737E70130N,54,34,528290.0,7780290.0,635.0,,L20,L2099,630.0,528700.0,7780290.0,1.99,-4.47,-2.48,23.09.2010 00:00,11.05.2011 00:00,20.09.2011 00:00,,,N,N,0.0,410.0,-5.0,-4.440892098500626e-16
RGI60-08.01258,G021737E70130N,54,34,528290.0,7780290.0,635.0,,L20,L2099,628.0,528710.0,7780280.0,1.14,-3.16,-2.03,20.09.2011 00:00,19.04.2012 00:00,25.09.2012 00:00,,,N,N,-10.0,420.0,-7.0,-0.0099999999999993
RGI60-08.01258,G021737E70130N,54,34,528040.0,7780370.0,730.0,,L25,L2503,726.0,528045.0,7780379.0,1.31,-3.43,-2.12,26.10.2005 00:00,25.04.2006 00:00,06.10.2006 00:00,,,N,N,9.0,5.0,-4.0,0.0
RGI60-08.01258,G021737E70130N,54,34,528040.0,7780370.0,730.0,,L25,L2503,726.0,528044.0,7780378.0,2.07,-2.82,-0.75,06.10.2006 00:00,22.05.2007 00:00,03.11.2007 00:00,,,N,N,8.0,4.0,-4.0,0.0
RGI60-08.01258,G021737E70130N,54,34,528040.0,7780370.0,730.0,,L25,L2503,724.0,528070.0,7780382.0,1.72,-2.22,-0.5,03.11.2007 00:00,22.05.2008 00:00,16.10.2008 00:00,,,N,N,12.0,30.0,-6.0,2.220446049250313e-16
RGI60-08.01258,G021737E70130N,54,34,528040.0,7780370.0,730.0,,L25,L2507,726.0,528043.0,7780375.0,1.68,-2.94,-1.26,16.10.2008 00:00,07.05.2009 00:00,07.10.2009 00:00,,,N,N,5.0,3.0,-4.0,0.0
RGI60-08.01258,G021737E70130N,54,34,528040.0,7780370.0,730.0,,L25,L2507,724.0,528071.0,7780383.0,1.9,-2.44,-0.54,07.10.2009 00:00,19.05.2010 00:00,23.09.2010 00:00,,,N,N,13.0,31.0,-6.0,0.0
RGI60-08.01258,G021737E70130N,54,34,528040.0,7780370.0,730.0,,L25,L2507,723.0,528080.0,7780390.0,2.1,-3.36,-1.26,23.09.2010 00:00,11.05.2011 00:00,20.09.2011 00:00,,,N,N,20.0,40.0,-7.0,-2.220446049250313e-16
RGI60-08.01258,G021737E70130N,54,34,528040.0,7780370.0,730.0,,L25,L2507,722.0,528090.0,7780383.0,1.27,-2.2,-0.93,20.09.2011 00:00,19.04.2012 00:00,25.09.2012 00:00,,,N,N,13.0,50.0,-8.0,1.1102230246251563e-16
RGI60-08.01258,G021737E70130N,54,34,528040.0,7780370.0,730.0,,L25,L2512,722.0,528095.0,7780380.0,1.88,-4.35,-2.48,25.09.2012 00:00,14.05.2013 00:00,07.11.2013 00:00,,,N,N,10.0,55.0,-8.0,-0.0100000000000002
RGI60-08.01258,G021737E70130N,54,34,528040.0,7780370.0,730.0,,L25,L2513,705.0,528103.0,7780384.0,2.0,-3.44,-1.44,07.01.2013 00:00,09.05.2014 00:00,24.09.2014 00:00,Staken var skjev i mai. Sondert snødyp er derfor brukt.,,N,N,14.0,63.0,-25.0,0.0
RGI60-08.01258,G021737E70130N,54,34,528040.0,7780370.0,730.0,,L25,L2513,705.0,528115.0,7780384.0,1.58,-2.57,-0.99,24.09.2014 00:00,08.05.2015 00:00,23.09.2015 00:00,,,N,N,14.0,75.0,-25.0,-2.220446049250313e-16
RGI60-08.01258,G021737E70130N,54,34,528040.0,7780370.0,730.0,,L25,L2513,705.0,528115.0,7780384.0,1.67,-3.56,-1.89,23.09.2015 00:00,23.05.2016 00:00,22.09.2016 00:00,Basert på sondert snødyp,,N,N,14.0,75.0,-25.0,2.220446049250313e-16
RGI60-08.01258,G021737E70130N,54,34,528040.0,7780370.0,730.0,,L25,L2513,703.0,528132.0,7780384.0,1.76,-2.44,-0.68,22.09.2016 00:00,25.04.2017 00:00,29.09.2017 00:00,Basert på sondert snødyp,,N,N,14.0,92.0,-27.0,-1.1102230246251563e-16
RGI60-08.01258,G021737E70130N,54,34,528040.0,7780370.0,730.0,,L25,L2513,702.0,528138.0,7780385.0,1.55,-3.71,-2.16,29.09.2017 00:00,10.05.2018 00:00,12.10.2018 00:00,Basert på sondert snødyp,,N,N,15.0,98.0,-28.0,0.0
RGI60-08.01258,G021737E70130N,54,34,528040.0,7780370.0,730.0,,L25,L2513,702.0,528138.0,7780385.0,2.17,-2.62,-0.45,12.10.2018 00:00,23.05.2019 00:00,27.09.2019 00:00,Basert på sondert snødyp,,N,N,15.0,98.0,-28.0,1.6653345369377348e-16
RGI60-08.01258,G021737E70130N,54,34,528040.0,7780370.0,730.0,,L25,L2513,702.0,528138.0,7780385.0,2.22,-2.35,-0.14,27.09.2019 00:00,26.05.2020 00:00,29.09.2020 00:00,Basert på sondert snødyp,,N,N,15.0,98.0,-28.0,-0.0100000000000001
RGI60-08.01258,G021737E70130N,54,34,528040.0,7780370.0,730.0,,L25,L2513,709.0,528070.0,7780385.0,2.17,-2.53,-0.36,29.09.2020 00:00,04.05.2021 00:00,18.09.2021 00:00,Basert på sondert snødyp,,N,N,15.0,30.0,-21.0,-1.1102230246251563e-16
RGI60-08.01258,G021737E70130N,54,34,528040.0,7780370.0,730.0,,L25,L2599,745.0,528000.0,7780350.0,1.21,-3.01,-1.8,01.10.1998 00:00,25.05.1999 00:00,25.09.1999 00:00,,,N,N,-20.0,-40.0,15.0,-2.220446049250313e-16
RGI60-08.01258,G021737E70130N,54,34,528040.0,7780370.0,730.0,,L25,L2599,745.0,527985.0,7780400.0,2.55,-2.72,-0.18,25.09.1999 00:00,23.05.2000 00:00,11.10.2000 00:00,,,N,N,30.0,-55.0,15.0,-0.0099999999999996
RGI60-08.01258,G021737E70130N,54,34,528040.0,7780370.0,730.0,,L25,L2599,744.0,528015.0,7780370.0,1.42,-3.16,-1.74,11.10.2000 00:00,06.06.2001 00:00,07.10.2001 00:00,,,N,N,0.0,-25.0,14.0,2.220446049250313e-16
RGI60-08.01258,G021737E70130N,54,34,528040.0,7780370.0,730.0,,L25,L2599,728.0,528015.0,7780370.0,2.03,-3.29,-1.26,07.10.2001 00:00,21.05.2002 00:00,12.10.2002 00:00,,,N,N,0.0,-25.0,-2.0,2.220446049250313e-16
