glacier_id,utm_zone,utm_east_approx,utm_north_approx,altitude_approx,location_description,location_id,stake_no,altitude,utm_east,utm_north,balance_winter,balance_summer,balance_netto,dt_prev_year_min_date,dt_curr_year_max_date,dt_curr_year_min_date,stake_remark,flag_correction,approx_loc,approx_altitude,diff_north,diff_east,diff_altitude,lat,lon,lat_approx,lon_approx
54,34,528290.0,7780290.0,635.0,,L20,L2099,682.0,528460.0,7780280.0,2.17,-3.61,-1.44,25.09.1999 00:00,23.05.2000 00:00,11.10.2000 00:00,,,N,N,-10.0,170.0,47.0,70.12761717513904,21.75019249848501,70.12772555274043,21.74571508128984
54,34,528290.0,7780290.0,635.0,,L20,L2099,671.0,528590.0,7780310.0,1.25,-3.86,-2.61,11.10.2000 00:00,06.06.2001 00:00,07.10.2001 00:00,,,N,N,20.0,300.0,36.0,70.12787177765708,21.75362864865248,70.12772555274043,21.74571508128984
54,34,528290.0,7780290.0,635.0,,L20,L2099,647.0,528590.0,7780310.0,2.0,-4.34,-2.34,07.10.2001 00:00,21.05.2002 00:00,12.10.2002 00:00,,,N,N,20.0,300.0,12.0,70.12787177765708,21.75362864865248,70.12772555274043,21.74571508128984
54,34,528290.0,7780290.0,635.0,,L20,L2099,642.0,528622.0,7780303.0,2.31,-3.75,-1.44,12.10.2002 00:00,24.05.2003 00:00,02.10.2003 00:00,,,N,N,13.0,332.0,7.0,70.1278054621002,21.75446978768409,70.12772555274043,21.74571508128984
54,34,528290.0,7780290.0,635.0,,L20,L2099,642.0,528626.0,7780305.0,1.48,-4.13,-2.66,02.10.2003 00:00,29.04.2004 00:00,04.10.2004 00:00,,,N,N,15.0,336.0,7.0,70.12782295049976,21.754575868270944,70.12772555274043,21.74571508128984
54,34,528290.0,7780290.0,635.0,,L20,L2099,641.0,528635.0,7780304.0,1.75,-3.64,-1.89,04.10.2004 00:00,26.05.2005 00:00,26.10.2005 00:00,,,N,N,14.0,345.0,6.0,70.12781298450365,21.754812754116518,70.12772555274043,21.74571508128984
54,34,528290.0,7780290.0,635.0,,L20,L2099,639.0,528641.0,7780302.0,1.26,-4.99,-3.74,26.10.2005 00:00,25.04.2006 00:00,06.10.2006 00:00,,,N,N,12.0,351.0,4.0,70.1277943852623,21.754970242371506,70.12772555274043,21.74571508128984
54,34,528290.0,7780290.0,635.0,,L20,L2099,640.0,528635.0,7780298.0,1.96,-3.72,-1.76,06.10.2006 00:00,22.05.2007 00:00,03.11.2007 00:00,,,N,N,8.0,345.0,5.0,70.12775918668702,21.754810794713908,70.12772555274043,21.74571508128984
54,34,528290.0,7780290.0,635.0,,L20,L2099,634.0,528674.0,7780293.0,1.46,-2.9,-1.44,03.11.2007 00:00,22.05.2008 00:00,16.10.2008 00:00,,,N,N,3.0,384.0,-1.0,70.12771001956291,21.75583707672884,70.12772555274043,21.74571508128984
54,34,528290.0,7780290.0,635.0,,L20,L2099,633.0,528680.0,7780293.0,1.82,-3.89,-2.07,16.10.2008 00:00,07.05.2009 00:00,07.10.2009 00:00,,,N,N,3.0,390.0,-2.0,70.12770935202234,21.755995217433114,70.12772555274043,21.74571508128984
54,34,528290.0,7780290.0,635.0,,L20,L2099,629.0,528702.0,7780281.0,1.76,-3.25,-1.49,07.10.2009 00:00,19.05.2010 00:00,23.09.2010 00:00,,,N,N,-9.0,412.0,-6.0,70.12759930758762,21.756571138668633,70.12772555274043,21.74571508128984
54,34,528290.0,7780290.0,635.0,,L20,L2099,630.0,528700.0,7780290.0,1.99,-4.47,-2.48,23.09.2010 00:00,11.05.2011 00:00,20.09.2011 00:00,,,N,N,0.0,410.0,-5.0,70.12768022698057,21.756521371119792,70.12772555274043,21.74571508128984
54,34,528290.0,7780290.0,635.0,,L20,L2099,628.0,528710.0,7780280.0,1.14,-3.16,-2.03,20.09.2011 00:00,19.04.2012 00:00,25.09.2012 00:00,,,N,N,-10.0,420.0,-7.0,70.1275894503399,21.75678166436062,70.12772555274043,21.74571508128984
54,34,528040.0,7780370.0,730.0,,L25,L2503,726.0,528045.0,7780379.0,1.31,-3.43,-2.12,26.10.2005 00:00,25.04.2006 00:00,06.10.2006 00:00,,,N,N,9.0,5.0,-4.0,70.12855033014529,21.73928610698689,70.12847017714,21.739151438970197
54,34,528040.0,7780370.0,730.0,,L25,L2503,726.0,528044.0,7780378.0,2.07,-2.82,-0.75,06.10.2006 00:00,22.05.2007 00:00,03.11.2007 00:00,,,N,N,8.0,4.0,-4.0,70.12854147261945,21.73925942918163,70.12847017714,21.739151438970197
54,34,528040.0,7780370.0,730.0,,L25,L2503,724.0,528070.0,7780382.0,1.72,-2.22,-0.5,03.11.2007 00:00,22.05.2008 00:00,16.10.2008 00:00,,,N,N,12.0,30.0,-6.0,70.12857450768423,21.739946016166677,70.12847017714,21.739151438970197
